final_decision,title,salary_text,regional_slice,classification_reason,review_scope,employer,location,posted_date,closing_date,classification,jobg8_check,jobg8_candidate_title,jobg8_candidate_employer,jobg8_match_score,employment_type,ontap_region,geo_cluster,geography_status,geography_reason,geography_lookup_key,slice_status,publish_eligible,source_job_id,source_url,manual_action,migration_status,factual_fingerprint,discovery_routes,source
SELECTED,School Administrator,"£17,506.00 - £17,785.00 Annually (Actual) N6 (£25,989) - N7 (£26,403) FTE, ACTUAL salary £17,506.19 - £17,785.06",Bristol & Bath / admin_service,Clear admin/service title: administrator,REVIEW NOW,Parson Street Primary School,"Bristol, South West, BS3 5NR",2026-08-28,2026-09-13T23:00:00+01:00,HC,No plausible JobG8 match,,,,['PART_TIME'],Bristol & Bath,Bristol & Bath,ROUTED,Exact locality match in geo_lookup.xlsx,bristol,LIVE,YES,school-administrator-parson-street-primary-school,https://teaching-vacancies.service.gov.uk/jobs/school-administrator-parson-street-primary-school,,,8e4725667b8e683cfb5aab0eece4a5a05a802ffb830c7102e472338d050943ef,"[{""page"": 43, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}, {""page"": 11, ""query"": ""administrator"", ""route"": ""keyword:administrator""}]",Teaching Vacancies
SELECTED,Attendance Administrator,"£26,522 - £28,742 FTE (Actual salary £19,271 - £20,844)",Buckinghamshire / admin_service,Clear admin/service title: administrator,REVIEW NOW,William Harding School,"Aylesbury, South East, HP21 9TJ",2026-08-14,2026-09-11T12:00:00+01:00,HC,No plausible JobG8 match,,,,['FULL_TIME'],Buckinghamshire,Buckinghamshire,ROUTED,Exact locality match in geo_lookup.xlsx,aylesbury,LIVE,YES,attendance-administrator-william-harding-school-aylesbury-buckinghamshire,https://teaching-vacancies.service.gov.uk/jobs/attendance-administrator-william-harding-school-aylesbury-buckinghamshire,,,2e33d1c0600d42e6202fe86ee2056ed0bbef47b23ab8f35ed48e84e7533f0800,"[{""page"": 10, ""query"": ""administrator"", ""route"": ""keyword:administrator""}]",Teaching Vacancies
SELECTED,Attendance Officer,"£27,693.00 - £31,021.00 Annually (FTE)",Buckinghamshire / admin_service,Clear admin/service title: attendance officer,REVIEW NOW,Walton High,"Milton Keynes, South East, MK7 7WH",2026-08-21,2026-09-03T23:59:00+01:00,HC,No plausible JobG8 match,,,,['PART_TIME'],Buckinghamshire,Buckinghamshire,ROUTED,Exact locality match in geo_lookup.xlsx,milton keynes,LIVE,YES,attendance-officer-af35235c-b4c2-4ef0-9706-890c839e4f10,https://teaching-vacancies.service.gov.uk/jobs/attendance-officer-af35235c-b4c2-4ef0-9706-890c839e4f10,,,cc1ea49c19cce27da7e766345dac4a736c92817c95e63199775f32e344ef5e4c,"[{""page"": 23, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}]",Teaching Vacancies
SELECTED,HR Administrator,"£26,824.00 Annually (FTE) Grade D, £26,824 per annum",Buckinghamshire / admin_service,Clear admin/service title: administrator,REVIEW NOW,Glebe Farm School,"Milton Keynes, South East, MK17 8XY",2026-07-24,2026-09-01T12:00:00+01:00,HC,No plausible JobG8 match,,,,['FULL_TIME'],Buckinghamshire,Buckinghamshire,ROUTED,Exact locality match in geo_lookup.xlsx,milton keynes,LIVE,YES,hr-administrator-glebe-farm-school-milton-keynes-buckinghamshire,https://teaching-vacancies.service.gov.uk/jobs/hr-administrator-glebe-farm-school-milton-keynes-buckinghamshire,,,03522a2e3a49945b5059593b4bfd47d424a81f9c9d097e4eaab1500c2b2e30ef,"[{""page"": 15, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}, {""page"": 4, ""query"": ""administrator"", ""route"": ""keyword:administrator""}]",Teaching Vacancies
SELECTED,Office Administrator,"£21,628.00 - £23,200.00 Annually (Actual) Salary – Bucks Pay Range 3 £21,628 - £23,200 (full time equivalent £29,114 - £31,230)",Buckinghamshire / admin_service,"Clear admin/service title: administrator, office administrator",REVIEW NOW,Sir William Ramsay School,"High Wycombe, South East, HP15 7UB",2026-07-08,2026-09-04T12:00:00+01:00,HC,No plausible JobG8 match,,,,['PART_TIME'],Buckinghamshire,Buckinghamshire,ROUTED,Exact locality match in geo_lookup.xlsx,high wycombe,LIVE,YES,office-administrator-sir-william-ramsay-school-high-wycombe-buckinghamshire,https://teaching-vacancies.service.gov.uk/jobs/office-administrator-sir-william-ramsay-school-high-wycombe-buckinghamshire,,,e08a39e859333defc38ad25b7abaf8405b0cc0b26d3540cf135640e8b312a17e,"[{""page"": 26, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}, {""page"": 6, ""query"": ""administrator"", ""route"": ""keyword:administrator""}, {""page"": 2, ""query"": ""office"", ""route"": ""keyword:office""}]",Teaching Vacancies
SELECTED,PA to Headteacher,"£34,319.00 - £41,272.00 Annually (Actual)",Buckinghamshire / admin_service,Clear admin/service title: pa to,REVIEW NOW,Holmer Green Senior School,"High Wycombe, South East, HP15 6SP",2026-07-14,2026-09-01T09:00:00+01:00,HC,No plausible JobG8 match,,,,['FULL_TIME'],Buckinghamshire,Buckinghamshire,ROUTED,Exact locality match in geo_lookup.xlsx,high wycombe,LIVE,YES,pa-to-headteacher-holmer-green-senior-school,https://teaching-vacancies.service.gov.uk/jobs/pa-to-headteacher-holmer-green-senior-school,,,3c45923266735b2528419ba5bbf83f236d909ef19bc00476d790825c111ef96e,"[{""page"": 13, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}]",Teaching Vacancies
SELECTED,Receptionist and Faculty Support Assistant,"£17,318.00 - £18,768.00 Annually (Actual)",Buckinghamshire / admin_service,Clear admin/service title: receptionist,REVIEW NOW,Holmer Green Senior School,"High Wycombe, South East, HP15 6SP",2026-07-21,2026-09-04T09:00:00+01:00,HC,No plausible JobG8 match,,,,['PART_TIME'],Buckinghamshire,Buckinghamshire,ROUTED,Exact locality match in geo_lookup.xlsx,high wycombe,LIVE,YES,receptionist-and-faculty-support-assistant,https://teaching-vacancies.service.gov.uk/jobs/receptionist-and-faculty-support-assistant,,,bbde664a6775f872bae59e72c87edddbaa522405e3cf4b2363b82eececc74e33,"[{""page"": 25, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}, {""page"": 2, ""query"": ""receptionist"", ""route"": ""keyword:receptionist""}]",Teaching Vacancies
SELECTED,Admin Assistant - Attendance,"£25,185.00 - £25,989.00 Annually (Actual) SCP4-6 pro rata - £21,601 - £22,291",Cambridgeshire / admin_service,Clear admin/service title: admin assistant,REVIEW NOW,St Ivo Academy,"St Ives, East of England, PE27 6RR",2026-07-15,2026-08-31T23:59:00+01:00,HC,No plausible JobG8 match,,,,['FULL_TIME'],Cambridgeshire,Cambridgeshire,ROUTED,Exact locality match in geo_lookup.xlsx,st ives,LIVE,YES,admin-assistant-attendance-st-ivo-academy,https://teaching-vacancies.service.gov.uk/jobs/admin-assistant-attendance-st-ivo-academy,,,dda51c64934bf4dad9bc62a053c993517afbd62a3e333f5bafbb55fd09c1a54a,"[{""page"": 8, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}]",Teaching Vacancies
SELECTED,Administrative Assistant,"£21,519.00 - £21,856.00 Annually (Actual) Grade 3",Cambridgeshire / admin_service,Clear admin/service title: administrative assistant,REVIEW NOW,Dogsthorpe Academy,"Peterborough, East of England, PE1 4LH",2026-08-10,2026-08-31T23:59:00+01:00,HC,No plausible JobG8 match,,,,['FULL_TIME'],Cambridgeshire,Cambridgeshire,ROUTED,Exact locality match in geo_lookup.xlsx,peterborough,LIVE,YES,administrative-assistant-dogsthorpe-academy,https://teaching-vacancies.service.gov.uk/jobs/administrative-assistant-dogsthorpe-academy,,,a0e4466a11a4d73af50a8736b3a0b42cb369da28046c479487c87414f2b5beda,"[{""page"": 8, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}, {""page"": 1, ""query"": ""administrative"", ""route"": ""keyword:administrative""}]",Teaching Vacancies
SELECTED,Administrative Assistant,"£14,389.00 Annually (Actual)",Cambridgeshire / admin_service,Clear admin/service title: administrative assistant,REVIEW NOW,Nene Park Academy,"Peterborough, East of England, PE2 7EA",2026-07-20,2026-09-01T09:00:00+01:00,HC,No plausible JobG8 match,,,,['PART_TIME'],Cambridgeshire,Cambridgeshire,ROUTED,Exact locality match in geo_lookup.xlsx,peterborough,LIVE,YES,administrative-assistant-nene-park-academy,https://teaching-vacancies.service.gov.uk/jobs/administrative-assistant-nene-park-academy,,,6c272f15e0ff933eae04681c17af0093cb543cfa8dc2e1e90d38262cbdff8191,"[{""page"": 1, ""query"": ""administrative"", ""route"": ""keyword:administrative""}]",Teaching Vacancies
SELECTED,Administrator (SEN and Careers),"Scale D, Pt 6-7, £13.47 - £13.68/hour (FTE £25,989 - £26,403 per year, based on a 37hr week) Please note this salary will be paid pro rata",Cambridgeshire / admin_service,Clear admin/service title: administrator,REVIEW NOW,Marshland High School,"Wisbech, East of England, PE14 7HA",2026-07-16,2026-08-31T01:00:00+01:00,HC,No plausible JobG8 match,,,,['PART_TIME'],Cambridgeshire,Cambridgeshire,ROUTED,Exact locality match in geo_lookup.xlsx,wisbech,LIVE,YES,administrator-sen-and-careers,https://teaching-vacancies.service.gov.uk/jobs/administrator-sen-and-careers,,,8725e616e5191b7fb654d748e74620ef5e081c840208f744a89c38cc58c2191f,"[{""page"": 3, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}, {""page"": 1, ""query"": ""administrator"", ""route"": ""keyword:administrator""}]",Teaching Vacancies
SELECTED,Administrator - Student Services,"£22,469.00 Annually (FTE)",Cambridgeshire / admin_service,Clear admin/service title: administrator,REVIEW NOW,Arthur Mellows Village College,"Peterborough, East of England, PE6 7JX",2026-08-14,2026-09-07T09:00:00+01:00,HC,No plausible JobG8 match,,,,['FULL_TIME'],Cambridgeshire,Cambridgeshire,ROUTED,Exact locality match in geo_lookup.xlsx,peterborough,LIVE,YES,administrator-student-services-d8658259-60b3-4622-8d3d-f3f1d76a784e,https://teaching-vacancies.service.gov.uk/jobs/administrator-student-services-d8658259-60b3-4622-8d3d-f3f1d76a784e,,,cc2c6f3a74de0fea522a03689dbfacaaaf13dba7fa906b0a4d43932d7247214a,"[{""page"": 32, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}, {""page"": 8, ""query"": ""administrator"", ""route"": ""keyword:administrator""}]",Teaching Vacancies
SELECTED,Attendance Administrator,"£25,583.00 - £25,989.00 Annually (FTE) NJC Scale 3, Points 5 to 6. Actual salary £ 21,942.34 per annum on point 5.",Cambridgeshire / admin_service,Clear admin/service title: administrator,REVIEW NOW,St Peter's School,"Huntingdon, East of England, PE29 7DD",2026-07-15,2026-09-04T09:00:00+01:00,HC,No plausible JobG8 match,,,,['FULL_TIME'],Cambridgeshire,Cambridgeshire,ROUTED,Exact locality match in geo_lookup.xlsx,huntingdon,LIVE,YES,attendance-administrator-d9c8d521-d886-4881-ad29-ebd6ebb9ffa5,https://teaching-vacancies.service.gov.uk/jobs/attendance-administrator-d9c8d521-d886-4881-ad29-ebd6ebb9ffa5,,,ea803d181c7f1651aec8c46862b758e363e9c4d93d198629c0ab3b5976f0ff2f,"[{""page"": 25, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}, {""page"": 6, ""query"": ""administrator"", ""route"": ""keyword:administrator""}]",Teaching Vacancies
SELECTED,Data Administrator,"£21,567 - £22,970 per annum (FTE £25,185 - £26,824)",Cambridgeshire / admin_service,"Clear admin/service title: administrator, data administrator",REVIEW NOW,Queen Katharine Academy,"Peterborough, East of England, PE4 6HX",2026-08-24,2026-09-07T09:00:00+01:00,HC,No plausible JobG8 match,,,,['FULL_TIME'],Cambridgeshire,Cambridgeshire,ROUTED,Exact locality match in geo_lookup.xlsx,peterborough,LIVE,YES,data-administrator-799f6f5b-2740-4014-af1f-77a81945f8ec,https://teaching-vacancies.service.gov.uk/jobs/data-administrator-799f6f5b-2740-4014-af1f-77a81945f8ec,,,f6b8b602bc47440ac5432d07969b9c6e99fd92deea785fef82408227f7066bfd,"[{""page"": 33, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}, {""page"": 8, ""query"": ""administrator"", ""route"": ""keyword:administrator""}]",Teaching Vacancies
SELECTED,Exams Officer,"£31,537.00 - £33,699.00 Annually (FTE) Pro rata salary - £29,044 - £31,035",Cambridgeshire / admin_service,Clear admin/service title: exams officer,REVIEW NOW,Ernulf Academy,"St. Neots, East of England, PE19 2SH",2026-07-28,2026-08-31T23:59:00+01:00,HC,No plausible JobG8 match,,,,['FULL_TIME'],Cambridgeshire,Cambridgeshire,ROUTED,Exact locality match in geo_lookup.xlsx,st neots,LIVE,YES,exams-officer-ernulf-academy,https://teaching-vacancies.service.gov.uk/jobs/exams-officer-ernulf-academy,,,c80439bcbbfd2aff0f1641ff51d771a7b8449e27815fce5af53b1c1ce51fca3f,"[{""page"": 1, ""query"": ""exams officer"", ""route"": ""keyword:exams officer""}]",Teaching Vacancies
SELECTED,Finance / Admin Assistant,"£24,404.00 Annually (FTE)",Cambridgeshire / admin_service,Clear admin/service title: admin assistant,REVIEW NOW,Priory Junior School,"St Neots, East of England, PE19 1TF",2026-08-23,2026-10-30T23:59:00+00:00,HC,No plausible JobG8 match,,,,['PART_TIME'],Cambridgeshire,Cambridgeshire,ROUTED,Exact locality match in geo_lookup.xlsx,st neots,LIVE,YES,finance-admin-assistant-priory-junior-school-st-neots-cambridgeshire,https://teaching-vacancies.service.gov.uk/jobs/finance-admin-assistant-priory-junior-school-st-neots-cambridgeshire,,,bb12afb2ad0a0d201446df474b26ad57f0c365e5f1f55a6cd1674dde7b21b66c,"[{""page"": 52, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}]",Teaching Vacancies
SELECTED,Inclusion Administrator,"£14,422.00 Annually (Actual) Grade 5",Cambridgeshire / admin_service,Clear admin/service title: administrator,REVIEW NOW,Discovery Primary Academy,"Peterborough, East of England, PE4 6HX",2026-07-16,2026-09-02T09:00:00+01:00,HC,No plausible JobG8 match,,,,['PART_TIME'],Cambridgeshire,Cambridgeshire,ROUTED,Exact locality match in geo_lookup.xlsx,peterborough,LIVE,YES,inclusion-administrator-discovery-primary-academy-peterborough-cambridgeshire,https://teaching-vacancies.service.gov.uk/jobs/inclusion-administrator-discovery-primary-academy-peterborough-cambridgeshire,,,8a971593e6a9e85d7031475367b24719d6e0af28b637878427bc30c36d7ad389,"[{""page"": 18, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}, {""page"": 5, ""query"": ""administrator"", ""route"": ""keyword:administrator""}]",Teaching Vacancies
SELECTED,Office Administrator,"£25,583.00 - £25,989.00 Annually (FTE) NJC Scale 3, Points 5 to 6 . Actual salary £22,439.24 per annum on point 5.",Cambridgeshire / admin_service,"Clear admin/service title: administrator, office administrator",REVIEW NOW,St Peter's School,"Huntingdon, East of England, PE29 7DD",2026-07-29,2026-09-04T09:00:00+01:00,HC,No plausible JobG8 match,,,,['FULL_TIME'],Cambridgeshire,Cambridgeshire,ROUTED,Exact locality match in geo_lookup.xlsx,huntingdon,LIVE,YES,office-administrator-st-peter-s-school,https://teaching-vacancies.service.gov.uk/jobs/office-administrator-st-peter-s-school,select,,1ffb58e813126b3fa95fd17df39dc7ef17bd2b1172cd96edf335fa2816a41bf3,"[{""page"": 6, ""query"": ""administrator"", ""route"": ""keyword:administrator""}, {""page"": 2, ""query"": ""office"", ""route"": ""keyword:office""}]",Teaching Vacancies
SELECTED,Office Administrator,"Point 3 (£24,796 FTE)",Cambridgeshire / admin_service,"Clear admin/service title: administrator, office administrator",REVIEW NOW,Swaffham Prior Church of England Primary School,"Cambridge, East of England, CB25 0LG",2026-08-27,2026-09-06T23:59:00+01:00,HC,No plausible JobG8 match,,,,['PART_TIME'],Cambridgeshire,Cambridgeshire,ROUTED,Exact locality match in geo_lookup.xlsx,cambridge,LIVE,YES,office-administrator-swaffham-prior-church-of-england-primary-school-cambridge,https://teaching-vacancies.service.gov.uk/jobs/office-administrator-swaffham-prior-church-of-england-primary-school-cambridge,,,4fef45ce778b91ff8920f4d6734e41dddab2f705931b109d8a889829d598b7d3,"[{""page"": 31, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}, {""page"": 7, ""query"": ""administrator"", ""route"": ""keyword:administrator""}, {""page"": 3, ""query"": ""office"", ""route"": ""keyword:office""}]",Teaching Vacancies
SELECTED,SEND Administrator,"£12,564.75 - £13,609.32 Annually (Actual) £26,403 - £28598 FTE Grade 6, Points 7 - 12 on the Meridian Trust Support Staff Salary Scale",Cambridgeshire / admin_service,Clear admin/service title: administrator,REVIEW NOW,Swavesey Village College,"Cambridge, East of England, CB24 4RS",2026-07-17,2026-09-08T09:00:00+01:00,HC,No plausible JobG8 match,,,,['PART_TIME'],Cambridgeshire,Cambridgeshire,ROUTED,Exact locality match in geo_lookup.xlsx,cambridge,LIVE,YES,send-administrator-swavesey-village-college,https://teaching-vacancies.service.gov.uk/jobs/send-administrator-swavesey-village-college,,,633c42205c151a68a8c9a7e4cd8269b0468097088805b6ed6f211575d906f789,"[{""page"": 37, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}, {""page"": 9, ""query"": ""administrator"", ""route"": ""keyword:administrator""}]",Teaching Vacancies
SELECTED,Pastoral Administrator,"£22,429.00 - £24,821.00 Annually (Actual) Full-Time Equivalent: £25,989 to £28,142",Cheshire - West / admin_service,Clear admin/service title: administrator,REVIEW NOW,The Whitby High School,"Ellesmere Port, North West, CH66 2NU",2026-08-20,2026-09-16T12:00:00+01:00,HC,No plausible JobG8 match,,,,['FULL_TIME'],Cheshire - West,Cheshire - West,ROUTED,Exact locality match in geo_lookup.xlsx,ellesmere port,LIVE,YES,pastoral-administrator-the-whitby-high-school-ellesmere-port-cheshire,https://teaching-vacancies.service.gov.uk/jobs/pastoral-administrator-the-whitby-high-school-ellesmere-port-cheshire,,,70a90e575968e6dd31a3c0941cd9d3e8167bc17400f329af995df60154c7ad1a,"[{""page"": 48, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}, {""page"": 11, ""query"": ""administrator"", ""route"": ""keyword:administrator""}]",Teaching Vacancies
SELECTED,Exams Officer,"Salary range - £27,665 - £30,366 per annum",Cornwall / admin_service,Clear admin/service title: exams officer,REVIEW NOW,Falmouth School,"Falmouth, South West, TR11 4LH",2026-08-19,2026-09-10T09:00:00+01:00,HC,No plausible JobG8 match,,,,['PART_TIME'],Cornwall,Cornwall,ROUTED,Exact locality match in geo_lookup.xlsx,falmouth,LIVE,YES,exams-officer-falmouth-school,https://teaching-vacancies.service.gov.uk/jobs/exams-officer-falmouth-school,,,a54d235d3c7da3b9641a602dd2c92e9bdfdbc46c5ac2ab78d27a2d544523647a,"[{""page"": 40, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}, {""page"": 1, ""query"": ""exams officer"", ""route"": ""keyword:exams officer""}]",Teaching Vacancies
