display_reference,title,area,location,ontap_geo_cluster,assessable_market,in_uk_market_universe,jobg8_classification,salary_minimum_raw,salary_maximum_raw,salary_period,annualised_minimum_estimate,annualised_maximum_estimate,description_annualised_maximum_estimate,salary_evidence_source,salary_bucket,discovery_source,description_signal_count,description_signals,provisional_decision,provisional_reason,description_excerpt,content_dedupe_key,dedupe_key,is_duplicate,is_content_duplicate
23643_225509583,Credit Control,Not Specified,Not Specified,Other / Unknown,Other / Unknown,NO,Administration,,,Annual,,,,missing,missing/unknown,TITLE,1,credit control,LIKELY_IN,family title is a strong inclusion signal,"<p><strong>Credit Controller</strong><br><strong>Up to 35,000</strong><br><strong>Kinning Park</strong><br><br><strong>Initial 9 to 12 Month Fixed Term Contract Potential to Become Permanent Ideally Immediate Start</strong><br><br>Are you a confident Credit Controller ready for your next challenge?<br><br>We are recruiting on behalf of a well established and growing business based in Kinning Park. With an expanding customer portfolio, this is a key role within the finance team, offering the opportunity to join the business at an exciting stage of its growth.<br><br>We are keen to speak with customer focused Credit Controllers who take pride in building strong relationships and consistently g",c8c8a037b1bbbe17,ref:23643_225509583,False,False
23643_225510998,Finance Administrator,Standon,Hertfordshire,Hertfordshire,Hertfordshire,YES,Administration,27000.00,30000.00,Annual,27000.0,30000.0,,structured,£25k–£30k,TITLE,2,accounts payable; finance administration,LIKELY_IN,family title is a strong inclusion signal,<p><strong>Finance Administrator</strong></p> <p>Pinpoint Resourcing are working with a Risk & Compliance Consultancy business in South Hertfordshire who are seeking a Finance Administrator.</p> <p><strong>Duties:</strong></p> <ul> <li>Processing and raising invoices accurately and efficiently</li> <li>Supporting the Accounts Payable team with day-to-day finance administration</li> <li>Assisting with payment processing and resolving invoice queries</li> <li>Maintaining accurate financial records and documentation</li> <li>Supporting the wider Finance team with general administrative tasks</li> <li>Providing day-to-day administrative support to the HR Officer</li> <li>Assisting with HR admini,121f6b7ab56a195d,ref:23643_225510998,False,False
107858663,Financial Planner (IFA) Client Bank Provided,Not Specified,Cumbria,Other / Unknown,Other / Unknown,NO,Banking & Financial Services,70000.00,70000.00,Annual,70000.0,70000.0,,structured,">£45,000 OUT",TITLE,0,,OUT_SALARY,"annualised salary exceeds £45,000","<p>Your new company <br>Due to retirement, an exceptional opportunity has arisen within a very well-established IFA firm for a Financial Adviser to take over a high-quality client bank. The clients you will inherit have been well looked after for many years. Very friendly and supportive working environment, advisers manage their own diaries click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?b0ZSEQFKUCJzSDtyJ6oEHdbQ9xri74OIl"" width=""0"" height=""0"" />",60de67271aba963b,ref:107858663,False,False
23643_225513492,Projects Finance Manager,Not Specified,Not Specified,Other / Unknown,Other / Unknown,NO,Banking & Financial Services,70000.00,75000.00,Annual,70000.0,75000.0,,structured,">£45,000 OUT",TITLE,0,,OUT_SALARY,"annualised salary exceeds £45,000","<p>Projects Finance Manager <br><br>Midlands / Hybrid Working <br><br>I'm supporting a rapidly growing SME that is looking to appoint a Projects Finance Manager. <br><br>This is a high-profile role combining financial accounting, acquisition integration, systems implementation, process improvement and stakeholder management. You will work closely with senior finance and operational stakeholders to ensure newly acquired businesses are streamlined into the business. <br><br>The successful candidate will be comfortable operating in a changing, acquisitive environment and will have the technical accounting knowledge and project management capability to take ownership. <br><br>Key Responsibilitie",271c182aa25241e0,ref:23643_225513492,False,False
23643_225512167,Finance Officer,Newtownards,County Down,Northern Ireland - East,Northern Ireland - East,YES,Banking & Financial Services,15.88,15.88,Hourly,30966.0,30966.0,30966.0,structured,£30k–£40k,TITLE,0,,LIKELY_IN,family title is a strong inclusion signal,"Band 5 Finance Officer <br><br>Location: Newtownards / Hybrid working - 3 days in office, 2 at home<br><br>Job Type: Temporary <br><br>Duration of booking: Expected to last 3 months with possible extension<br><br>Proposed start date: ASAP<br><br>Pay Rates: Up to £15.88 per hour PAYE inclusive of holiday pay<br><br>Hours / Working Days: 37.5 hours per week / Monday to Friday, 9am - 5pm <br><br>Job Description<ul><li>To liaise with, and meet with senior Trust staff in order to assist with their understanding of budgets or to assist with any related queries.</li><li>Assist with the annual budget setting process within agreed guidelines and timetables, and helping to ensure that they reflect the",22edb8dae0f8993c,ref:23643_225512167,False,False
23643_225511353,Global Payroll Director,Not Specified,London,London,London,YES,Legal,110000.00,145000.00,Annual,110000.0,145000.0,,structured,">£45,000 OUT",TITLE,0,,OUT_SALARY,"annualised salary exceeds £45,000","<p>Your new company <br>An exciting opportunity has arisen to join a fast-growing, innovative technology business that is transforming the way organisations operate through cutting-edge AI solutions. With ambitious growth plans and a global footprint, this company is investing heavily in its people, technology, and infrastructure, making it an outstanding time to join the business.<br><br>Your new role <br>As the Global Payroll Director, you will take ownership of the company's international payroll function, leading payroll operations across multiple regions with a particular focus on EMEA and APAC. You will be responsible for driving payroll strategy, ensuring compliance across complex jur",dd51cdbd15f60f23,ref:23643_225511353,False,False
23643_225513342,Finance & Payroll Clerk,Not Specified,Not Specified,Other / Unknown,Other / Unknown,NO,Accounting,13.00,15.00,Hourly,25350.0,29250.0,29250.0,structured,£25k–£30k,TITLE,3,invoice processing; finance administration; payroll processing,LIKELY_IN,family title is a strong inclusion signal,"<p><strong>Bookkeeper/Payroll Clerk </strong><br>Cradley Heath<br>20 hours per week<br>£13-£15 per hour <br>Temporary ongoing (with the possibility to go permanent for the right candidate!)</p><p>We are currently seeking an experienced individual to join our client, a well-established, business within the Cradley Heath area. As a <strong>Finance Assistant</strong>, you will play a key role in supporting the day-to-day financial operations of the business.</p>Main responsibilities (not limited to): <ul> <li> <p>Assist with day-to-day finance administration tasks.</p></li><li> <p>Support payroll processing, including preparation of wages and related documentation.</p></li><li> <p>Process and m",527bd7eafba86f8c,ref:23643_225513342,False,False
23643_225513742,Finance Assistant,Wells-next-the-sea,Norfolk,Norfolk,Norfolk,YES,Accounting,28000.00,30000.00,Annual,28000.0,30000.0,,structured,£25k–£30k,TITLE,1,sales ledger,LIKELY_IN,family title is a strong inclusion signal,<p>Atkinson Moss are proud to be representing a fantastic company near Wells-Next-the-Seain their search in looking for a unique new member to their highly productive team. They are in the search for a Finance Assistant. </p> <p>Key duties include:</p> <ul> <li>Process all purchase invoices</li> <li>Prepare supplier statements</li> <li>Raise sales invoices</li> <li>Maintain any petty cash</li> <li>Monitor and action the accounts inbox</li> <li>Deal with any supplier queries</li> </ul> <p>Key Skills:</p> <ul> <li>Experience within purchase and sales ledger is essential</li> <li>Competent in Microsoft Office</li> <li>Strong attention to detail</li> </ul> <p>Our clients also offers fantastic be,08a9dfebd38e6c01,ref:23643_225513742,False,False
107870639,Trainee Account Manager,Prescot,Merseyside,Merseyside - St Helens & Knowsley,Merseyside - St Helens & Knowsley,YES,Sales & Marketing,,,Annual,,,,missing,missing/unknown,TITLE,0,,OUT_SPECIALIST,specialist/senior title boundary,"<b>About Jenkinsons:</b> Jenkinsons is a leading office furniture and workplace solutions provider, trusted by public and private sector clients for our service, expertise and long-term customer relationships. We create inspiring workplaces and invest in developing talented people who want to grow with us. <br /> <b>The Opportunity:</b> We're looking for an ambitious person who wants to build a long-term career in sales click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?aIHQjUdXakOUPgVrniOKpQ3iMcowpvu5r"" width=""0"" height=""0"" />",491761400554dec1,ref:107870639,False,False
23643_225516181,Finance Assistant,Knaphill,Surrey,Surrey,Surrey,YES,Accounting,14.00,17.00,Hourly,27300.0,33150.0,,structured,£30k–£40k,TITLE,3,purchase ledger; supplier invoices; bank reconciliations,LIKELY_IN,family title is a strong inclusion signal,"<p>Our client is seeking an experienced finance assistant to join their team for the next 3 months, to be considered you must be available immediately to start. This is a hands-on role supporting the day-to-day finance function. </p><p><strong>Duties: </strong></p><ul><li>Manage the finance inbox and respond to supplier and internal queries</li><li>Process supplier invoices</li><li>Invoice verification</li><li>VAT coding</li><li>Routing invoices for approval</li><li>Process expenses</li><li>Complete daily bank postings and assist with monthly bank reconciliations</li><li>Process supplier and ad hoc payments</li><li>Maintain accurate and well-organised finance records</li></ul><p><strong> Req",f693aebfcb7f2429,ref:23643_225516181,False,False
23643_225516048,Accounts Senior,Not Specified,Merseyside,Other / Unknown,Other / Unknown,NO,Accounting,38000.00,42000.00,Annual,38000.0,42000.0,,structured,£30k–£40k,TITLE,0,,OUT_SPECIALIST,specialist/senior title boundary,"<p>Your new company <br>A well-established and highly respected independent accountancy practice based in Merseyside is looking to appoint an Accounts Senior to join its growing team. The firm has built an excellent reputation across the North West for delivering a personalised service to a diverse portfolio of owner-managed businesses, SMEs and entrepreneurial clients.Due to continued growth and an increasing client base, an exciting opportunity has arisen for an experienced Accounts Senior to join a supportive and collaborative environment where career progression and professional development are actively encouraged.<br>Your new role <br>As an Accounts Senior, you will manage a varied port",e35a3fba50f0a31c,ref:23643_225516048,False,False
23643_225501230,Finance Officer,City,Manchester,Greater Manchester - Manchester & Salford,Greater Manchester - Manchester & Salford,YES,Accounting,17.03,17.03,Hourly,33208.5,33208.5,33208.5,structured,£30k–£40k,TITLE,0,,LIKELY_IN,family title is a strong inclusion signal,"<p><strong>Finance Officer, Manchester City Based. </strong></p> <p><strong>6-Month Contract</strong></p> <p><strong>£17.03 per hour, Immediate Start.</strong></p> <p><strong>Mon to Fri, 9am to 5pm OR 8am to 4pm (Hybrid 3 days in, 2 WFH)</strong></p> <p>We re looking for an experienced Finance Officer to join a high performing, welcoming team on a 6-month contract. This is a hands-on role for someone with a strong understanding of accounting principles and the confidence to work across the full ledger and month-end process.</p> <p><strong>Essentials as Finance Officer</strong></p> <ul> <li>Strong understanding of accounting principles and bookkeeping.</li> <li>Excellent knowledge of journals",3b691e5f3c9d0860,ref:23643_225501230,False,False
23643_225517133,Accounts Payable Assistant / Finance Administrator,Wellington,Shropshire,Shropshire,Shropshire,YES,Administration,13.81,13.81,Hourly,26929.5,26929.5,,structured,£25k–£30k,TITLE,6,accounts payable; purchase ledger; supplier invoices; invoice processing; payment runs; finance administration,LIKELY_IN,family title is a strong inclusion signal,"<p><strong>Accounts Payable Assistant / Finance Administrator</strong></p><p><strong>Location:</strong> Telford (Office Based)<br> <strong>Hours:</strong> 30 hours per week, Monday to Friday <br> <strong>Contract:</strong> Temporary, 7 Months (August 2026 to March 2027)<br> <strong>Pay Rate:</strong> 13.81 per hour</p><p><strong>Join a Friendly and Supportive Finance Team</strong></p><p>We are looking for an organised and detail-focused Accounts Payable Assistant to join our busy Finance team based in Telford.</p><p>This role offers an excellent opportunity for someone with experience in Accounts Payable, Purchase Ledger, Finance Administration, Invoice Processing or a similar finance suppor",7949cc0df7e8beb8,ref:23643_225517133,False,False
107861130,Accounts & Business Advisory Manager,Leeds,Yorkshire,Yorkshire - West,Yorkshire - West,YES,Consulting & Corporate Strategy,60000.00,60000.00,Annual,60000.0,60000.0,,structured,">£45,000 OUT",TITLE,0,,OUT_SALARY,"annualised salary exceeds £45,000","Accountancy Practice Specialists Taylor Rose Recruitment have just been instructed on a fantastic Accounts & Business Advisory Assistant Manager or Manager opportunity on behalf of our client in Central Leeds.<br /><br />Will be working closely with an impressive client portfolio including OMBs from an array of sectors involving a mixture of accounts, client/ business advisory and ad hoc project work click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?kjuUUj3TFp6mfSCd5AlutAUCsWL9ZYfrg"" width=""0"" height=""0"" />",d844fb1eb075d11a,ref:107861130,False,False
107857578,Personal Lines Account Handler,Not Specified,Manchester,Greater Manchester - Manchester & Salford,Greater Manchester - Manchester & Salford,YES,Insurance & Superannuation,30000.00,30000.00,Annual,30000.0,30000.0,,structured,£25k–£30k,TITLE,0,,OUT_SPECIALIST,specialist/senior title boundary,"<p><strong>Personal Lines Account Handler</strong></p><p><strong>High-Net-Worth & Mid-Net-Worth Clients Established Insurance Brokerage Bolton Area</strong></p><p>A fantastic opportunity has arisen to join a highly respected, long-established Insurance Brokerage with an outstanding reputation across both the Commercial and Private insurance market and its loyal client base click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?Yic9job4bS9b%2fJMFwSLekTQ%2bvLeT44H8c"" width=""0"" height=""0"" />",e48bb7d9d808d62f,ref:107857578,False,False
107587668,Payroll Analyst,Aberdeen,Aberdeenshire,North Scotland,North Scotland,YES,Accounting,40000.00,40000.00,Annual,40000.0,40000.0,,structured,£30k–£40k,TITLE,0,,OUT_SPECIALIST,specialist/senior title boundary,"EXCITING NEW PAYROLL OPPORTUNITY <br /> OUR CLIENT- A HIGHLY REGARDED ACCOUNTANCY FIRM SEEKS TO RECRUIT AN EXPERIENCED PAYROLL SPECIALIST TO JOIN THEIR GROWING AND SUCCESSFUL TEAM. <br /> YOU WILL BE ABLE TO DEMONSTRATE BROAD UK PAYROLL EXPERIENCE- END TO END, IDEALLY GAINED FROM ANOTHER UK ACCOUNTANCY FIRM OR PAYROLL PROVIDER. <br /> Strong team working, organisational and client skills essential click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?1tcg6Aj2zazZUEzxO2%2fDBxQ4Qwp7FD0Ab"" width=""0"" height=""0"" />",6dce12e6a352288e,ref:107587668,False,False
23643_225521460,Accounts Receivable Clerk,Beaconsfield,Buckinghamshire,Buckinghamshire,Buckinghamshire,YES,Accounting,,,Annual,,,,missing,missing/unknown,TITLE,4,accounts receivable; sales ledger; customer invoices; credit control,LIKELY_IN,family title is a strong inclusion signal,"<p>Accounts Receivable Clerk Pentagon Technical Services Beaconsfield, Buckinghamshire <strong>Full-time Office-based</strong></p> <p>About Pentagon Technical Services Pentagon Technical Services is a specialist provider of mission-critical infrastructure services, delivering project management, QA/QC, commissioning, technical fit-out and handover/validation services across major data centre projects internationally. As the business continues to grow, we are looking for an organised and detail-focused Accounts Receivable Clerk to join our finance team in Beaconsfield.</p> <p>About the Role The Accounts Receivable Clerk will support the day-to-day management of the company's sales ledger, ens",b5ccb5769ff293ac,ref:23643_225521460,False,False
107865177,Payroll & Benefits Administrator,Not Specified,Suffolk,Suffolk,Suffolk,YES,HR / Recruitment,40000.00,40000.00,Annual,40000.0,40000.0,,structured,£30k–£40k,TITLE,0,,LIKELY_IN,family title is a strong inclusion signal,"Payroll & Benefits Administrator<br><br><p><strong>Suffolk (Hybrid) £35,000 - £40,000 + Benefits</strong></p><p>An exciting opportunity to join a rapidly growing, global organisation as a Payroll & Benefits Administrator. This is an ideal role for a payroll professional looking to develop their career within an expanding business while gaining exposure to international payroll operations, benefits administration, and a variety of click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?MQiKzVwZdh1vDEbFPMfL9PFAnKZ1rDvOu"" width=""0"" height=""0"" />",080117f0498860ee,ref:107865177,False,False
107587776,Audit and Accounts Semi Senior,Aberdeen,Aberdeenshire,North Scotland,North Scotland,YES,Accounting,35000.00,35000.00,Annual,35000.0,35000.0,,structured,£30k–£40k,TITLE,0,,OUT_SPECIALIST,specialist/senior title boundary,"<p>This new role offers career structure with ongoing training and real scope to develop upwards, client variety and hybrid/flexible working</p><p>Excellent new opportunity with one of our highly regarded, independent CA Firms who continue to expand, to join their successful and growing Audit team in ABERDEEN, as an Audit & Accounts semi Senior keen to qualify and develop upwards click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?bZCSDJyF3N5YOURvKc0PuWkexOcXd427q"" width=""0"" height=""0"" />",2bf940494ac0ea42,ref:107587776,False,False
23643_225522957,Financial Controller,Bath,Somerset,Bristol & Bath,Bristol & Bath,YES,Banking & Financial Services,60000.00,65000.00,Annual,60000.0,65000.0,,structured,">£45,000 OUT",TITLE,0,,OUT_SALARY,"annualised salary exceeds £45,000","<p><strong>Your new company</strong><strong> </strong><br>Hays are working with a growing European business to recruit a Financial Controller at an exciting time for the business. <br><br><strong>Your new role</strong><strong> </strong><br>An exciting opportunity has arisen for a qualified accountant to join a well-established and growing business during a period of significant financial transformation. Reporting to the Financial Controller, you'll lead a small team and play a key role in maintaining robust financial controls, supporting audit and compliance activities, and assisting with the implementation of a new ERP system.<br>Key responsibilities include:</p><ul><li>Reviewing balance sh",9bdc7db175406197,ref:23643_225522957,False,False
23643_225521744,Commmerial Finance Analyst,Maidenhead,Berkshire,Berkshire,Berkshire,YES,Banking & Financial Services,55000.00,60000.00,Annual,55000.0,60000.0,,structured,">£45,000 OUT",TITLE,0,,OUT_SALARY,"annualised salary exceeds £45,000","<p>Commercial Finance Analyst - Projects<br><br>Salary: 55,000 - 60,000Location: HybridReporting to: Director of Commercial Finance<br>About the OpportunityWe are seeking an ambitious and commercially minded Commercial Finance Analyst to join a growing Commercial Finance function at an exciting stage of its development. Reporting directly to the Director of Commercial Finance, this role will play a key part in supporting major projects, delivering commercial insights, and helping drive strategic decision-making across the business.This is an excellent opportunity for a recently qualified accountant or up-and-coming finance professional looking to move into a highly commercial environment whe",f7ef55e99b7e872d,ref:23643_225521744,False,False
23643_225524097,National Account Manager,Chandler's Ford,Hampshire,Hampshire,Hampshire,YES,Sales & Marketing,,,Annual,,,,missing,missing/unknown,TITLE,0,,OUT_SPECIALIST,specialist/senior title boundary,"<strong>National Account Manager<br></strong><br><strong>Competitive Salary - Fantastic Earning Potential! Car Allowance + Phone + Laptop + Full Company Benefits Full Time, Permanent</strong><br> <strong> <br>Our client is an industry leading Fire Protection business and is continuing to grow rapidly. With a track record of providing fantastic opportunities to candidates throughout the Country, we are now seeking a National Account Manager to join the team. </strong><br> <br><strong>The Role of a National Account Manager:</strong><br> <ul> <li>To concentrate on retention and development of existing customers</li> <li>Managing your own time and diary to visit clients within your designated te",05cb9b2f6cef9874,ref:23643_225524097,False,False
23643_225524263,Financial Controller,Carlisle,Cumbria,Cumbria - North,Cumbria - North,YES,Accounting,55000.00,65000.00,Annual,55000.0,65000.0,,structured,">£45,000 OUT",TITLE,0,,OUT_SALARY,"annualised salary exceeds £45,000","<p><strong>Financial Controller - Construction Business - Cumbria </strong></p><p><strong>Salary: 55,000 - 65,000 + Benefits + Potential Future Financial Director Opportunity</strong></p><p>A growing and established construction business is looking to appoint an experienced <strong>Financial Controller</strong> to take overall responsibility for the finance function and play a key role within the Senior Leadership Team.</p><p>This is a broad, commercially focused position combining financial control, commercial finance, business intelligence, reporting and digital transformation, with the successful candidate having genuine influence over the wider business.</p><p>The Role</p><p>Reporting di",5f1e8f707d78d95b,ref:23643_225524263,False,False
23643_225522705,Payroll Support Administrator,Hull,Yorkshire,Yorkshire - East,Yorkshire - East,YES,Administration,24000.00,24000.00,Annual,24000.0,24000.0,24000.0,structured,<£25k,TITLE,0,,LIKELY_IN,family title is a strong inclusion signal,"<p>Are you an experienced <b>Administrator</b> in <b>Hull</b> who enjoys working with numbers and has a great eye for detail? Do you feel confident working with timesheets, checking figures and accurately inputting information onto a system? </p> <p>Are you looking for a role where you can develop new skills and build your knowledge of payroll, even if you haven't worked in payroll before?</p> <p>If so, this <b>Payroll Support Administrator</b> job in <b>Hull</b> could be exactly what you're looking for.</p> <p> </p> <p>This is an excellent opportunity to join an established organisation in <b>Hull</b> as part of a friendly and supportive team. Working closely with the Payroll Manager, you'l",28efdced93f468b6,ref:23643_225522705,False,False
107874198,Senior Bookkeeper,Kendal,Cumbria,Cumbria - South,Cumbria - South,YES,Accounting,,,Annual,,,,missing,missing/unknown,TITLE,0,,OUT_SPECIALIST,specialist/senior title boundary,"<p> Our client, a well-established accountancy practice, due to an exciting period of expansion, are currently recruiting an organised, proactive and flexible Senior Bookkeeper to join their friendly and professional team. This is an excellent opportunity for someone who thrives in a varied role and enjoys working with multiple clients across different sectors click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?gZ0pd2TJz0KVjdzlgeP2YiV3LMqE1faMs"" width=""0"" height=""0"" />",0a51f83d8906138d,ref:107874198,False,False
