display_reference,title,area,location,ontap_geo_cluster,assessable_market,in_uk_market_universe,jobg8_classification,salary_minimum_raw,salary_maximum_raw,salary_period,annualised_minimum_estimate,annualised_maximum_estimate,description_annualised_maximum_estimate,salary_evidence_source,salary_bucket,discovery_source,description_signal_count,description_signals,provisional_decision,provisional_reason,description_excerpt,content_dedupe_key,dedupe_key,is_duplicate,is_content_duplicate
19909_10462406-098bc0ff52096e260be066740679b40c,"Sr. Performance Marketing Mgr, Veeqo",Sketty,Swansea,Other / Unknown,Other / Unknown,NO,Sales & Marketing,,,Annual,,,,missing,missing/unknown,TITLE,3,marketing campaign; marketing campaigns; campaign performance,OUT_SPECIALIST,specialist/senior title boundary,"We are seeking a Senior B2B Performance Marketing Manager with experience in marketing specifically for a B2B SaaS company targeting mid-market to enterprise level clients. The ideal candidate will be a data-driven and analytical marketer with a track record of driving growth through performance marketing, specifically across paid channels including search (Google, Microsoft), paid social (LinkedIn, Meta), display, and programmatic. They have experience leading cross-functional paid media initiatives in a fast-moving and ambiguous environment, balancing long-term channel strategy with the ability to execute tactical optimizations in a fast-growing space. <br/><br/>As the Senior B2B Performan",c75aef8bda6780ba,ref:19909_10462406-098bc0ff52096e260be066740679b40c,False,True
19909_10462406-e30c09e017f6a3c5ac823ae25fc7a133,"Sr. Performance Marketing Mgr, Veeqo",Morriston,Swansea,Other / Unknown,Other / Unknown,NO,Sales & Marketing,,,Annual,,,,missing,missing/unknown,TITLE,3,marketing campaign; marketing campaigns; campaign performance,OUT_SPECIALIST,specialist/senior title boundary,"We are seeking a Senior B2B Performance Marketing Manager with experience in marketing specifically for a B2B SaaS company targeting mid-market to enterprise level clients. The ideal candidate will be a data-driven and analytical marketer with a track record of driving growth through performance marketing, specifically across paid channels including search (Google, Microsoft), paid social (LinkedIn, Meta), display, and programmatic. They have experience leading cross-functional paid media initiatives in a fast-moving and ambiguous environment, balancing long-term channel strategy with the ability to execute tactical optimizations in a fast-growing space. <br/><br/>As the Senior B2B Performan",c75aef8bda6780ba,ref:19909_10462406-e30c09e017f6a3c5ac823ae25fc7a133,False,True
107800641,Marketing Communications Coordinator,Frodsham,Cheshire,Cheshire - West,Cheshire - West,YES,Sales & Marketing,35000.00,35000.00,Annual,35000.0,35000.0,35000.0,structured,£30k–£40k,TITLE,1,marketing communications,LIKELY_IN,family title is a strong inclusion signal,"<p><strong>Job Title: </strong>Marketing Communications Coordinator</p><p><strong>Location: </strong>Helsby</p><p><strong>Salary: </strong>£30,000 - £35,000 per annum DOE</p><p><strong>Job Type: </strong>Full-Time, Permanent (Possibility of 4 days Per week)</p><p><strong>About the Role:</strong></p><p>We are looking for a creative, organised, and enthusiastic Marketing Communications Coordinator to join our growing team click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?nbYVUHO1tX6RZUXOVVu0qAQdvWhU9Hczz"" width=""0"" height=""0"" />",748d6c5511c4198b,ref:107800641,False,False
23643_225467267,B2B Campaign Manager,Not Specified,London,London,London,YES,Advert / Media / Entertainment,40000.00,45000.00,Annual,40000.0,45000.0,,structured,"£40k–£50,000",TITLE,1,campaign performance,BORDERLINE,title needs advert-context review,"<p><strong>B2B Campaign Manager</strong></p><p> </p><br><br>What We're Looking For<br><br><ul><li>Experience managing Paid Media campaigns, with a particular focus on B2B lead generation.</li><li>A commercial mindset with the ability to analyse campaign performance and turn data into actionable insights.</li><li>Strong communication skills and confidence presenting results and recommendations to clients.</li><li>Experience with <strong>GA4</strong>, <strong>Google Tag Manager</strong> or <strong>LinkedIn Ads</strong> is advantageous but not essential.</li></ul><br><br>Why Join?<br><br><ul><li>Be part of an award-winning independent agency with an outstanding reputation in the industry. They ",ab2cc37a513b016c,ref:23643_225467267,False,False
23643_225468891,Media and Communications Lead (Policy),Not Specified,London,London,London,YES,Advert / Media / Entertainment,50000.00,55000.00,Annual,50000.0,55000.0,,structured,">£50,000 OUT",TITLE,0,,OUT_SALARY,"annualised salary exceeds £50,000","<p><strong>Royal Institute of British Architects (RIBA</strong>) is the representative body championing a global community of architects, their practices, students and all those who share a passion for architectural excellence.</p><p>They are seeking a talented communications professional to lead media and strategic communications activity across its policy and advocacy agenda. This newly created FTC role offers the opportunity to shape national conversations on issues affecting architecture, the built environment and public policy.</p><p><strong> </strong></p><p><strong>The Role</strong></p><p>You'll lead proactive and reactive media engagement, develop high-impact campaigns and translate c",3a87d7bf38576e9d,ref:23643_225468891,False,False
23643_225469702,Senior SEO Manager,Not Specified,London,London,London,YES,Advert / Media / Entertainment,47000.00,52000.00,Annual,47000.0,52000.0,,structured,">£50,000 OUT",TITLE,0,,OUT_SALARY,"annualised salary exceeds £50,000","KRG are partnering exclusively with a leading specialist performance marketing agency to recruit a Senior SEO Manager.<br><br><p>This isn't a traditional SEO role.</p><p>Search has evolved beyond rankings and keywords. AI-generated answers, Generative Engine Optimisation (GEO), entity optimisation and LLM visibility are redefining how brands are discovered online. Our client is at the forefront of this transformation, helping global brands adapt to the future of organic search.</p><p>This is an exciting opportunity for an experienced SEO professional who wants to combine technical SEO, AI-driven search strategies and client leadership while working with some of the world's leading healthcare",eb9a7b4f9e23115f,ref:23643_225469702,False,False
107801191,Marketing Assistant - French Speaking,Not Specified,Manchester,Greater Manchester - Manchester & Salford,Greater Manchester - Manchester & Salford,YES,Sales & Marketing,30000.00,30000.00,Annual,30000.0,30000.0,,structured,£25k–£30k,TITLE,2,marketing campaign; marketing campaigns,LIKELY_IN,family title is a strong inclusion signal,"<p><strong>Advancing People Multilingual - Recruitment Specialists are now recruiting for a French speaking Marketing Assistant </strong><strong>to join a global US Owned Publications company. This is a fantastic opportunity to join an innovative company, who are based in Manchester City Centre </strong></p><p><strong>Key Responsibilities:</strong></p><ul><li>Assist with the planning and execution of marketing campaigns across digital and print channels</li><li>Support the Fren click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?G%2b5YiGNoEgpS1WTpeYG0Fk64AsulYHPnn"" width=""0"" height=""0"" />",5d7a41f4efc18db5,ref:107801191,False,False
107804665,Marketing Campaign Manager,Uttoxeter,Staffordshire,Staffordshire,Staffordshire,YES,Sales & Marketing,35000.00,35000.00,Annual,35000.0,35000.0,,structured,£30k–£40k,TITLE,1,brand awareness,BORDERLINE,title needs advert-context review,"Our client is the UK Financial services arm of a global equipment manufacturer. They have an excellent opportunity for a maternity cover contract starting in October to join their marketing team. <br> <br> This is an exciting role responsible for helping to deliver engaging digital campaigns to increase brand awareness and support business growth click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?ju9emE%2fz0VKnjFH5WNA1DnS3axHEY9%2f2w"" width=""0"" height=""0"" />",8579ad2fe405235e,ref:107804665,False,False
107803818,"Amazon PPC Manager - Wembley, London - £60,000pa",Not Specified,London,London,London,YES,Sales & Marketing,60000.00,60000.00,Annual,60000.0,60000.0,,structured,">£50,000 OUT",TITLE,0,,OUT_SALARY,"annualised salary exceeds £50,000","<p> A fast-growing, international technology business operating within the consumer electronics sector is looking for an Amazon PPC Manager to join its E-Commerce team. </p><p> This is a permanent, full-time, office-based position located at the company's Head Office near Wembley in North West London.<br> <br> The role is ideally suited to a commercially minded PPC professional with at least three years' experience click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?io0x8AEcaINDhsf7wdY%2bkGVlnv0PvRDvo"" width=""0"" height=""0"" />",cf00e0c0b2187dfb,ref:107803818,False,False
107803501,Social Media Executive,Warrington,Cheshire,Cheshire - Warrington & Halton,Cheshire - Warrington & Halton,YES,Sales & Marketing,30000.00,30000.00,Annual,30000.0,30000.0,,structured,£25k–£30k,TITLE,1,social media,LIKELY_IN,family title is a strong inclusion signal,"<p><strong>Social Media Executive Retail Brand</strong></p><p><strong>£30,000 - £32,000 + Excellent Benefits</strong><br><br></p><p>Zachary Daniels Recruitment is delighted to be exclusively partnering with one of the UK's most exciting success stories to recruit a <strong>Social Media Executive</strong> for a brand-new role within their growing in-house marketing team click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?kjuUUj3TFp75GJKFeAKHku7u%2fmQvcm32g"" width=""0"" height=""0"" />",28750d43f63d5fdb,ref:107803501,False,False
107805009,Marketing Production Lead,Plymouth,Devon,Devon,Devon,YES,Sales & Marketing,,,Annual,,,,missing,missing/unknown,TITLE,0,,BORDERLINE,description-led family signal needs advert review,"<p> We are seeking an experienced Marketing Production Lead to join a growing retail business based in Plymouth. </p><p> This is an exciting opportunity for a commercially minded marketing professional to take ownership of the retail marketing production function, leading the delivery of high-quality in-store campaigns across multiple channels click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?nbYVUHO1tX7YL1IKzqTDch1U6YpLfGD%2bz"" width=""0"" height=""0"" />",3d0d53671136fc2b,ref:107805009,False,False
23643_225474228,Client Campaign Coordinator,Mansfield,Nottinghamshire,Nottinghamshire,Nottinghamshire,YES,Sales & Marketing,,,Annual,,,,missing,missing/unknown,TITLE,0,,LIKELY_IN,family title is a strong inclusion signal,"<p>Role: Client Campaign Coordinator <br> Hours:(phone number removed)pm Mon-Fri<br> Location: Mansfield </p><p>We are recruiting for a Client Campaign Coordinator responsible for the smooth delivery of high-profile, multi-channel campaigns for some of the UK's most desirable brands.</p><p>In this role, you will act as the pivotal point of contact for a key client, overseeing the coordination of campaigns from initial brief through to final delivery. You will manage timelines, liaise with internal teams, and ensure that every campaign is delivered on time, within budget, and to an exceptional standard.</p><p>The of Client Campaign Coordinator role will involve:</p><ul><li>Taking detailed bri",edeafcbe6064aa03,ref:23643_225474228,False,False
23643_225473777,Product Marketing & Sales Enablement Senior Manager,City,London,London,London,YES,Sales & Marketing,,,Annual,,,,missing,missing/unknown,TITLE,0,,OUT_SPECIALIST,specialist/senior title boundary,"<p>Product Marketing & Sales Enablement Senior Manager</p><p><strong>HeadFirst / Impellam Group UK-based (Likely London for meetings when required) </strong></p><p><strong>About the role</strong></p><p>HeadFirst / Impellam Group is looking for a <strong>Product Marketing & Sales Enablement Senior Manager</strong> to join its central Strategy team. This is a newly created, individual-contributor role working directly with the team lead service design (including new RPO and MSP propositions) and sales enablement across the business.</p><p>You will be responsible for turning service and portfolio strategy into sellable, client-ready output value propositions, decks, RFP responses, demos, websit",29afc33ad2f32ee7,ref:23643_225473777,False,False
23643_225473184,Social Media and Marketing Manager,Botolph Claydon,Buckinghamshire,Buckinghamshire,Buckinghamshire,YES,Sales & Marketing,25000.00,30000.00,Annual,25000.0,30000.0,30000.0,structured,£25k–£30k,TITLE,7,marketing campaign; marketing campaigns; digital marketing; social media; campaign performance; content creation; website content,LIKELY_IN,family title is a strong inclusion signal,"<strong>Digital Marketing & Social Media Manager</strong><br> <br><strong>Salary: £25 -30K per annum</strong><br><strong>Hours: Monday to Friday, 9:00am-5:00pm</strong><br><strong>Location: Buckinghamshire office-based (driving licence required)</strong><br> <br> <strong>Digital Marketing & Social Media Manager required for an exciting opportunity with a growing organisation.</strong><br> We are looking for a creative, enthusiastic, and organised Digital Marketing & Social Media Manager to join a busy team. This is a fantastic opportunity for someone who enjoys taking ownership of digital marketing activity, creating engaging content, and supporting business growth through effective online c",3ece8353e49edf9e,ref:23643_225473184,False,False
23643_225473914,PR Account Manager,Faygate,Sussex,Sussex,Sussex,YES,Sales & Marketing,,,Annual,,,,missing,missing/unknown,TITLE,0,,BORDERLINE,title needs advert-context review,"<strong>PR Account Manager </strong><br><br> Are you a proactive and enthusiastic communicator with a passion for PR and cutting-edge brands? We re looking for an Account Manager to join a dynamic agency and deliver standout campaigns for clients in fast moving, ever-evolving, industry leading brands.<br><br> In this role, you ll:<br> <ul> <li>Be the go-to contact for clients, building strong, trusted relationships.</li> <li>Create and deliver impactful PR campaigns and compelling content.</li> <li>Secure media coverage and grow your network of journalist contacts.</li> <li>Manage projects, budgets, and deadlines with confidence.</li> <li>Mentor junior colleagues and contribute to new busine",ceb99883a7180a6a,ref:23643_225473914,False,False
23643_225473409,Direct Response Marketing Specialist,Ditton,Kent,Kent,Kent,YES,Sales & Marketing,40000.00,40000.00,Annual,40000.0,40000.0,,structured,£30k–£40k,TITLE,3,marketing campaign; marketing campaigns; campaign performance,BORDERLINE,title needs advert-context review,"Direct Response Marketing Specialist <br><strong>Aylesford, Kent</strong> <strong> 40,000</strong> <strong>Permanent Full Time 40 Hours Flexible Hours<br></strong><br> Are you a data-driven marketer who loves seeing campaigns deliver real results? Looking for a role where you'll combine creativity with analytics whilst working for one of the UK's fastest-growing ecommerce brands?<br> Our client is looking for a <strong>Direct Response Marketing Specialist</strong> to join their growing marketing team, supporting the delivery and optimisation of Direct Response TV (DRTV) and print advertising campaigns. This is a fantastic opportunity for someone who enjoys analysing campaign performance, tes",42376fc398cd263a,ref:23643_225473409,False,False
23643_225475885,Senior Social Media Executive,Hutton,Essex,Essex,Essex,YES,Retail & Consumer Products,,,Annual,,,,missing,missing/unknown,TITLE,3,social media; brand awareness; content creation,LIKELY_IN,family title is a strong inclusion signal,"<p><strong>Senior Social Media Executive - Fashion Brand</strong></p><p>Essex Area Salary - DOE</p><p>We are partnered with a fast-growing UK fashion retailer known for its trend-led, affordable collections and strong digital presence. With a loyal customer base, frequent new launches and continued investment in ecommerce and customer experience, the business has established itself as a leading name in accessible fashion.</p><p>The Role: </p><p>This is a unique opportunity for a <strong>Social Media Manager</strong> to take ownership of the entire social media function for an exciting and growing fashion brand. You will be responsible for developing and delivering a multi-platform social med",db582ae8ec01a057,ref:23643_225475885,False,False
23643_225475884,Marketing Manager,Not Specified,London,London,London,YES,Sales & Marketing,,,Annual,,,,missing,missing/unknown,TITLE,6,marketing campaign; marketing campaigns; social media; campaign performance; content creation; website content,LIKELY_IN,family title is a strong inclusion signal,"<p>Are you a hands on, B2B Marketing Manager looking for a broad, varied role that offers autonomy, ownership and creativity?</p><p>You'll be involved across the full marketing mix from planning and content creation to events, digital campaigns and performance reporting.</p><p>As this role sits within a small marketing team, there's lots of scope to grow quickly and see the direct impact of your work in a commercial B2B environment!</p><p>Your role will cover:</p><ul><li>B2B marketing campaigns across email, digital, social and content channels</li><li>Own and drive organic and paid visibility through SEO and SEM activity</li><li>Management of campaign activity in HubSpot</li><li>Design and ",a2175064c99738b4,ref:23643_225475884,False,False
23643_225476093,Shopper Marketing Assistant,Bracknell,Berkshire,Berkshire,Berkshire,YES,Sales & Marketing,18.07,20.24,Hourly,35236.5,39468.0,,structured,£30k–£40k,TITLE,0,,LIKELY_IN,family title is a strong inclusion signal,"Shopper Marketing Assistant<br><br><p>Bracknell, Berkshire (Minimum 4 Days Per Week Onsite)<br> 18.07 - 20.34<br>Initial 12-Month Contract Potential for Extension</p><p>We are seeking a proactive and detail-oriented <strong>Shopper Marketing Assistant</strong> to support the delivery of shopper activation plans across a portfolio of leading consumer brands. This is an excellent opportunity to gain exposure to shopper marketing, sales, eCommerce, and data-driven decision-making within a fast-paced commercial environment.</p><p>Working closely with the Shopper Marketing team, Data Analyst Lead, eCommerce Specialist and Sales function, you will play a key role in planning, coordinating, and exe",def11e2536b18428,ref:23643_225476093,False,False
23643_225474807,"Brand Manager - open to relocation, Wales",Not Specified,Not Specified,Other / Unknown,Other / Unknown,NO,Sales & Marketing,40000.00,45000.00,Annual,40000.0,45000.0,,structured,"£40k–£50,000",TITLE,2,marketing campaign; marketing campaigns,LIKELY_IN,family title is a strong inclusion signal,"<p>An exiting opportunity has arisen for a Brand Manager - open to relocation, Wales with a leading consumer products organisation. The role will join a dynamic local and regional team; and the successful candidate should be open to relocation to Wales as this role will be 5 days in the office. The successful candidate will have a background in developing and executing integrated marketing campaigns and delivering product strategies. </p><p><strong>Client Details</strong></p><p>A company within the consumer products and durables sector; requiring a relocation to Wales. This is an office based roles.</p><p><strong>Description</strong></p><p>The successful Brand Manager - open to relocation, W",c159777b1541be61,ref:23643_225474807,False,False
23643_225476065,Marketing Executive,Stamford,Lincolnshire,Lincolnshire,Lincolnshire,YES,Sales & Marketing,28500.00,32500.00,Annual,28500.0,32500.0,,structured,£30k–£40k,TITLE,1,social media,LIKELY_IN,family title is a strong inclusion signal,"Marketing Co-ordinator<br><br>The COMPANY<br>Our client is a well established Global manufacturer of power generation/combustion equipment primarily for the petrochemical/oil & gas industry. Their market leading comprehensive product range includes thermal oxidizers, burners, flare systems and pollution control equipment. <br><br>The ROLE<br>Due to continued growth an opportunity has arisen for an experienced Marketing Coordinator. <br><br>Key responsibilities:<br>Coordinate and execute marketing activities including tradeshows, events, advertising, & sponsorships <br> Work with various departments to support marketing needs <br> Proofread and edit papers, and presentations <br> Ensure busin",ff4d4baea4593ba4,ref:23643_225476065,False,False
23643_225476109,Marketing Coordinator,Grantham,Lincolnshire,Lincolnshire,Lincolnshire,YES,Sales & Marketing,28500.00,32500.00,Annual,28500.0,32500.0,,structured,£30k–£40k,TITLE,1,social media,LIKELY_IN,family title is a strong inclusion signal,"Marketing Co-ordinator<br><br>The COMPANY<br>Our client is a well established Global manufacturer of power generation/combustion equipment primarily for the petrochemical/oil & gas industry. Their market leading comprehensive product range includes thermal oxidizers, burners, flare systems and pollution control equipment. <br><br>The ROLE<br>Due to continued growth an opportunity has arisen for an experienced Marketing Coordinator. <br><br>Key responsibilities:<br>Coordinate and execute marketing activities including tradeshows, events, advertising, & sponsorships <br> Work with various departments to support marketing needs <br> Proofread and edit papers, and presentations <br> Ensure busin",4668ef8490c96ff1,ref:23643_225476109,False,False
23643_225347251,Marketing Account Manager,Knaphill,Surrey,Surrey,Surrey,YES,Sales & Marketing,40000.00,50000.00,Annual,40000.0,50000.0,,structured,"£40k–£50,000",TITLE,4,marketing campaign; marketing campaigns; digital marketing; social media,BORDERLINE,title needs advert-context review,"<p><strong>We have an amazing opportunity for an experienced Marketing Success Manager to join one of the UK's fastest-growing B2B marketing agencies.</strong> Working with ambitious technology businesses, you will build long-term client relationships, develop innovative marketing strategies, and deliver campaigns that drive real commercial results.</p> <p>If you are looking to take the next step in your agency career and work with a business that values creativity, innovation and professional development, this could be the perfect opportunity for you.</p> <p><strong>Location:</strong> Hybrid Woking, Surrey (2 days in the office)</p> <p><strong>Candidates must have the following skills, expe",2324ffb1a15329be,ref:23643_225347251,False,False
23643_225475572,PPC,City,Birmingham,West Midlands - Birmingham & Solihull,West Midlands - Birmingham & Solihull,YES,Sales & Marketing,35000.00,40000.00,Annual,35000.0,40000.0,,structured,£30k–£40k,TITLE,1,campaign performance,BORDERLINE,title needs advert-context review,"<p>PPC Manager based in Birmingham City Centre. This role offers hybrid opportunity with 1 working from home day,</p><p><strong>Client Details</strong></p><p>My client is a successful marketing agency specialising in supporting SMEs based in Birmingham city centre looking for a PPC Manager.</p><p><strong>Description</strong></p><ul><li>Manage and optimise PPC campaigns across various platforms, ensuring performance aligns with client objectives.</li><li>Conduct keyword research and create effective ad copy to maximise click-through rates and conversions.</li><li>Monitor campaign performance, analysing data to identify trends and make data-driven decisions.</li><li>Develop and implement A/B t",8c89a136231ad643,ref:23643_225475572,False,False
