feed_date,decision,region,title,town,salary_text,working_arrangement,working_arrangement_text,working_arrangement_evidence,manual_override,manual_select,job_id
2026-08-27,SELECTED,Wiltshire,Learning and Development Coordinator (Hybrid / Remote),Wiltshire,£28000 per year,hybrid,Hybrid working,"Learning and Development Coordinator (Hybrid / Remote) Learning and Development Coordinator (Hybrid / Remote) needed, £28,077 per annum - Reference: We are looking for a candidate to support the delivery of effective learning, providing support and assistance to colleagues on a daily basis.",,,107706604
2026-08-27,SELECTED,Wiltshire,Office Administrator - Financial Services,Wiltshire,£28000 per year,onsite_or_not_stated,,,,,107711655
2026-08-27,SELECTED,Wiltshire,Mortgage Broking Administrator,Wiltshire,£27000 - £27562 per year,hybrid,2 days from home,"Mortgage Broking Administrator Mortgage Administrator Mortgage Administrator Coordinator Mortgage Case Administrator Chippenham 27,562 per annum + Bonus Full-Time Monday-Friday Permanent Hybrid - 3 Days Office / 2 Days Home After Probation Introduction Acorn by Synergie is recruiting for a Mortgage Administrator Coordinator to join a leading specialist mortgage brokerage based in Chippenham.",,,23643_225505253
2026-08-27,SELECTED,Wiltshire,Accounts Assistant,Wiltshire,£30000 per year,onsite_or_not_stated,,,,,107706860
2026-08-27,SELECTED,Wiltshire,Admin Assistant,Wiltshire,,onsite_or_not_stated,,,,,23643_225515784
2026-08-27,SELECTED,Wiltshire,Accounts Assistant,Wiltshire,,onsite_or_not_stated,,,,,107786262
2026-08-27,SELECTED,Wiltshire,Financial Services Administrator,Wiltshire,,onsite_or_not_stated,,,,,107888215
2026-08-27,SELECTED,Wiltshire,Technical Sales Support,Wiltshire,,onsite_or_not_stated,,,,,107888212
2026-08-27,SELECTED,Wiltshire,Financial Services Administrator,Wiltshire,£30000 per year,onsite_or_not_stated,,,,,107784643
2026-08-27,SELECTED,Wiltshire,Administrator,Wiltshire,£30000 per year,onsite_or_not_stated,,,,,107709806
2026-08-27,SELECTED,Wiltshire,Customer Service Assistant,Wiltshire,£12.76 per hour,onsite_or_not_stated,,,,,107874071
2026-08-27,SELECTED,Wiltshire,Accounts Assistant / Accounts Administrator,Wiltshire,£28000 per year,onsite_or_not_stated,,,,,107901582
2026-08-27,SELECTED,Worcestershire,Administrator,Worcestershire,£13.3 per hour,onsite_or_not_stated,,,,,23643_225451137
2026-08-27,SELECTED,Worcestershire,Service Desk Administrator,Worcestershire,,onsite_or_not_stated,,,,,23643_225458463
2026-08-27,SELECTED,Worcestershire,Buyers Admin Assistant,Worcestershire,£25570 per year,onsite_or_not_stated,,,,,23643_225466140
2026-08-27,SELECTED,Worcestershire,Commercial Administrator,Worcestershire,£28000 per year,onsite_or_not_stated,,,,,23643_225517353
2026-08-27,SELECTED,Worcestershire,Administrator,Worcestershire,£28000 per year,hybrid,Hybrid working,"Administrator Job Title: Administrator Location: Worcester, UK - Hybrid Salary: 11,200 actual salary based on a full-time equivalent of 28,000 (0.4 FTE, 2 days per week) Job Type: Permanent, Part-time remote home-working, within a commutable distance of the Worcester office.",,,23643_225525056
2026-08-27,SELECTED,Worcestershire,Admin Assistant (buying team),Worcestershire,£25000 - £26000 per year,onsite_or_not_stated,,,,,23643_223653837
2026-08-27,SELECTED,Worcestershire,Customer Service Coordinator,Worcestershire,£26000 per year,onsite_or_not_stated,,,,,107743576
2026-08-27,SELECTED,Worcestershire,Accounts Assistant,Worcestershire,£30000 per year,onsite_or_not_stated,,,,,107757849
2026-08-27,SELECTED,Yorkshire - East,Reigonal Network Coordinator (Maternity Cover),Hull,£26234 per year,onsite_or_not_stated,,,,,23643_225451205
2026-08-27,SELECTED,Yorkshire - East,Part Time Sales Administrator,Hull,,onsite_or_not_stated,,,,,23643_225478069
2026-08-27,SELECTED,Yorkshire - East,Part time Office and Accounts Administrator - Hessle,Hessle,£13.5 per hour,onsite_or_not_stated,,,,,23643_225499018
2026-08-27,SELECTED,Yorkshire - East,Account Coordinator,Hull,£27700 per year (ADDITIONAL BENEFITS),onsite_or_not_stated,,,,,23643_225499816
2026-08-27,SELECTED,Yorkshire - East,Accounts Administrator,Beverley,£26000 per year,onsite_or_not_stated,,,,,107841883
2026-08-27,SELECTED,Yorkshire - East,Admin Assistant,Hull,£12.71 per hour,onsite_or_not_stated,,,,,23643_225510748
2026-08-27,SELECTED,Yorkshire - East,Sales Administrator,Hull,£26364 per year (Benefits),onsite_or_not_stated,,,,,23643_225511107
2026-08-27,SELECTED,Yorkshire - East,Team Administration Assistant,Cottingham,£13 per hour,onsite_or_not_stated,,,,,23643_225527411
2026-08-27,SELECTED,Yorkshire - East,Customer Service Assistant,Driffield,"£12.71 per hour (Free Parking, Uniform provided, Discounts available)",onsite_or_not_stated,,,,,107770477
2026-08-27,SELECTED,Yorkshire - East,Business Support Co-ordinator,Hull,£24000 - £26000 per year,onsite_or_not_stated,,,,,23643_225537982
2026-08-27,SELECTED,Yorkshire - East,Customer Success & Sales Support Executive,Hessle,£28000 per year,onsite_or_not_stated,,,,,107785786
2026-08-27,SELECTED,Yorkshire - North,Receptionist Part Time,Scarborough,£12392 per year,onsite_or_not_stated,,,,,23643_225439444
2026-08-27,SELECTED,Yorkshire - North,Depot Administrator,York,£13.87 per hour,onsite_or_not_stated,,,,,23643_225437275
2026-08-27,SELECTED,Yorkshire - North,Finance Assistant,Harrogate,£28000 - £30000 per year,onsite_or_not_stated,,,,,23643_225477133
2026-08-27,SELECTED,Yorkshire - North,Office Administrator,Pickering,£26000 - £27500 per year,onsite_or_not_stated,,,,,23643_225480415
2026-08-27,SELECTED,Yorkshire - North,Invoicing Administrator,York,£26000 per year,onsite_or_not_stated,,,,,107833079
2026-08-27,SELECTED,Yorkshire - North,Service Advisor - Ford,York,,onsite_or_not_stated,,,,,107836541
2026-08-27,SELECTED,Yorkshire - North,Accounts Administrator FTC,York,£26000 per year,onsite_or_not_stated,,,,,107830734
2026-08-27,SELECTED,Yorkshire - North,Sales and Marketing Coordinator,York,£30000 per year,onsite_or_not_stated,,,,,107804499
2026-08-27,SELECTED,Yorkshire - North,Lifestyle Co-ordinator,Whitby,£12.9 per hour,onsite_or_not_stated,,,,,107871574
2026-08-27,SELECTED,Yorkshire - North,Distribution Coordinator,Northallerton,,onsite_or_not_stated,,,,,107893393
2026-08-27,SELECTED,Yorkshire - North,Finance Assistant - 12 month contract,Richmond,£30000 per year,onsite_or_not_stated,,,,,107893034
2026-08-27,SELECTED,Yorkshire - North,Accounts Assistant,York,£30000 per year,onsite_or_not_stated,,,,,107771451
2026-08-27,SELECTED,Yorkshire - North,Accounts Assistant,York,,onsite_or_not_stated,,,,,107760736
2026-08-27,SELECTED,Yorkshire - North,"Design, Artwork & Social Media Co-ordinator",York,£28000 per year,onsite_or_not_stated,,,,,107840612
2026-08-27,SELECTED,Yorkshire - North,Distribution Coordinator,Northallerton,,onsite_or_not_stated,,,,,107893306
2026-08-27,SELECTED,Yorkshire - North,Accounts Assistant,Northallerton,£28000 per year,onsite_or_not_stated,,,,,107893148
2026-08-27,SELECTED,Yorkshire - North,Accounts Administrator,York,£28000 per year,onsite_or_not_stated,,,,,107743190
