decision,job_id,title,company,location,source,automatic_decision,effective_decision,reason,matched_rule,city_key
review,teaching-vacancies-data-officer-2291e2c5-eec2-437c-a38c-78271e026f45,Data Officer,De Lacy Academy,Knottingley,Teaching Vacancies,review,review,No approved Huddersfield catchment rule matched; local review required.,fallback,huddersfield-service-administrator-jobs
review,teaching-vacancies-exams-officer-bingley-grammar-school,Exams Officer,Bingley Grammar School,Bingley,Teaching Vacancies,review,review,No approved Huddersfield catchment rule matched; local review required.,fallback,huddersfield-service-administrator-jobs
review,jobg8-23643_225427668,HR Administrator,HR 180 - Agency - Permanent,Wetherby,JobG8,review,review,No approved Huddersfield catchment rule matched; local review required.,fallback,huddersfield-service-administrator-jobs
review,jobg8-6aca5c9a-a87a-46e1-a01d-07f478618bad,HR Assistant,Reed - Agency - Permanent,Brighouse,JobG8,review,review,No approved Huddersfield catchment rule matched; local review required.,fallback,huddersfield-service-administrator-jobs
review,jobg8-23643_225476804,Office Coordinator,Sayjo Recruitment Ltd - Agency - Permanent,Brighouse,JobG8,review,review,No approved Huddersfield catchment rule matched; local review required.,fallback,huddersfield-service-administrator-jobs
review,teaching-vacancies-receptionist-the-king-s-school-pontefract-west-yorkshire,Receptionist,The King's School,Pontefract,Teaching Vacancies,review,review,No approved Huddersfield catchment rule matched; local review required.,fallback,huddersfield-service-administrator-jobs
review,jobg8-23643_225414242,Sales / Admin Coordinator,Pertemps Bristol Commercial - Agency - Permanent,Castleford,JobG8,review,review,No approved Huddersfield catchment rule matched; local review required.,fallback,huddersfield-service-administrator-jobs
review,jobg8-de6b9bdd-58fb-408f-bede-6bc82fbefbd9,Sales Account Coordinator,Reed - Agency - Permanent,Shipley,JobG8,review,review,No approved Huddersfield catchment rule matched; local review required.,fallback,huddersfield-service-administrator-jobs
review,jobg8-23643_225412849,Sales Administrator,Hays Business Support - Agency - Permanent,Wetherby,JobG8,review,review,No approved Huddersfield catchment rule matched; local review required.,fallback,huddersfield-service-administrator-jobs
review,jobg8-9334c81f-29de-4db5-8094-52bdf13c7291,Sales Administrator,Hays Specialist Recruitment Limited - Agency - Permanent,Wetherby,JobG8,review,review,No approved Huddersfield catchment rule matched; local review required.,fallback,huddersfield-service-administrator-jobs
review,jobg8-5ccea683-f379-4de2-ae85-b4bb35d83e2c,Sales Administrator,Reed - Agency - Permanent,Shipley,JobG8,review,review,No approved Huddersfield catchment rule matched; local review required.,fallback,huddersfield-service-administrator-jobs
review,jobg8-23643_225458454,Sales Office Administrator,Office Angels - Agency - Permanent,Wetherby,JobG8,review,review,No approved Huddersfield catchment rule matched; local review required.,fallback,huddersfield-service-administrator-jobs
review,jobg8-23643_225422964,Trainee Administration Assistant,Pyramid8 - Agency - Permanent,Castleford,JobG8,review,review,No approved Huddersfield catchment rule matched; local review required.,fallback,huddersfield-service-administrator-jobs
exclude,jobg8-e6adc526-6a11-4aca-a85b-f18a9cd311ee,Accounts Administrator,IPS Group - Agency - Permanent,Leeds,JobG8,exclude,exclude,Separate employment market.,leeds,huddersfield-service-administrator-jobs
exclude,jobg8-86ccc5ec-10ec-49fa-9f00-50c5b00d39d6,Accounts Assistant,Fin Search Ltd - Agency - Permanent,Leeds,JobG8,exclude,exclude,Separate employment market.,leeds,huddersfield-service-administrator-jobs
exclude,jobg8-b607db7b-477a-447b-82e6-a231dbfbbc12,Accounts Assistant,Lucy Walker Recruitment Ltd - Agency - Temporary,Leeds,JobG8,exclude,exclude,Separate employment market.,leeds,huddersfield-service-administrator-jobs
exclude,teaching-vacancies-administration-assistant-afae22fe-4a1f-474e-8115-8152163d6795,Administration Assistant,Woodkirk Academy,Wakefield,Teaching Vacancies,exclude,exclude,Separate employment market.,wakefield,huddersfield-service-administrator-jobs
exclude,jobg8-23643_225434585,Administrator,Nigel Wright Recruitment - Agency - Temporary,Leeds,JobG8,exclude,exclude,Separate employment market.,leeds,huddersfield-service-administrator-jobs
exclude,jobg8-23643_225488843,Administrator,Nigel Wright Recruitment - Agency - Temporary,Leeds,JobG8,exclude,exclude,Separate employment market.,leeds,huddersfield-service-administrator-jobs
exclude,jobg8-23643_225404256,Administrator,Proactive Global - Agency - Permanent,Bradford,JobG8,exclude,exclude,Separate employment market.,bradford,huddersfield-service-administrator-jobs
exclude,jobg8-00f003e0-65d1-48b6-86b7-36a6c34dfcb5,Administrator (Financial Services),FindCore - Agency - Permanent,Leeds,JobG8,exclude,exclude,Separate employment market.,leeds,huddersfield-service-administrator-jobs
exclude,jobg8-23643_225425538,Administrator - Leeds Head Office,T3AM Global - Agency - Permanent,Leeds,JobG8,exclude,exclude,Separate employment market.,leeds,huddersfield-service-administrator-jobs
exclude,teaching-vacancies-business-support-officer-tong-leadership-academy-bradford-west-yorkshire,Business Support Officer,Tong Leadership Academy,Bradford,Teaching Vacancies,exclude,exclude,Separate employment market.,bradford,huddersfield-service-administrator-jobs
exclude,jobg8-2df4c2d2-f97a-4e25-8255-8ace6845a95b,Claims Handler,Michael Page Business Support - Agency - Permanent,Leeds,JobG8,exclude,exclude,Separate employment market.,leeds,huddersfield-service-administrator-jobs
exclude,jobg8-e9a0f883-6061-4956-a196-6dcd989271ae,Claims Handler - Defendant Personal Injury (EL/PL),CRA Consulting - Agency - Permanent,Leeds,JobG8,exclude,exclude,Separate employment market.,leeds,huddersfield-service-administrator-jobs
exclude,jobg8-180c56f1-188b-4257-b36d-f49bf2420346,Claims Handler - Industrial Disease,IPS Group - Agency - Permanent,Leeds,JobG8,exclude,exclude,Separate employment market.,leeds,huddersfield-service-administrator-jobs
exclude,jobg8-5110038c-a060-4262-aea7-ed7352f22d3d,Commercial Administrator,Elevation Recruitment Group - Agency - Permanent,Wakefield,JobG8,exclude,exclude,Separate employment market.,wakefield,huddersfield-service-administrator-jobs
exclude,jobg8-23643_225403696,Connections Support Administrator,Pertemps Leeds - Agency - Temporary,Castleford,JobG8,exclude,exclude,Separate employment market.,context:leeds,huddersfield-service-administrator-jobs
exclude,jobg8-23643_225408563,Customer Service Administrator,Huntress - Leeds - Agency - Permanent,Leeds,JobG8,exclude,exclude,Separate employment market.,leeds,huddersfield-service-administrator-jobs
exclude,jobg8-4ecd3b80-caa6-4b13-9b6c-bff6b32a5d64,Customer Support Advisor,InfoTrack UK - Company - Permanent,Leeds,JobG8,exclude,exclude,Separate employment market.,leeds,huddersfield-service-administrator-jobs
exclude,jobg8-fb796b57-2279-47a1-89ba-57ad2e8e3bd2,EL/PL Claims Handler,Keoghs LLP - Company - Permanent,Leeds,JobG8,exclude,exclude,Separate employment market.,leeds,huddersfield-service-administrator-jobs
exclude,jobg8-107752534,Emerging Talent and Careers Coordinator,Hackajob Ltd - Agency - Contract,Leeds,JobG8,exclude,exclude,Separate employment market.,leeds,huddersfield-service-administrator-jobs
exclude,jobg8-107680320,Facilities Coordinator,Baker Harding Limited - Agency - Contract,Leeds,JobG8,exclude,exclude,Separate employment market.,leeds,huddersfield-service-administrator-jobs
exclude,jobg8-23643_225481420,Facilities Coordinator,Morgan King - Agency - Permanent,Leeds,JobG8,exclude,exclude,Separate employment market.,leeds,huddersfield-service-administrator-jobs
exclude,jobg8-23643_225425627,Graduate Finance Assistant,T3AM Global - Agency - Permanent,Leeds,JobG8,exclude,exclude,Separate employment market.,leeds,huddersfield-service-administrator-jobs
exclude,jobg8-23643_225425560,Graduate Office Assistant,T3AM Global - Agency - Permanent,Leeds,JobG8,exclude,exclude,Separate employment market.,leeds,huddersfield-service-administrator-jobs
exclude,jobg8-23643_225451264,HR Administrator,Lucy Walker Recruitment - Agency - Temporary,Leeds,JobG8,exclude,exclude,Separate employment market.,leeds,huddersfield-service-administrator-jobs
exclude,jobg8-23643_225404359,Hr Administrator (Immediate start),HVAC Recruitment - Agency - Contract,Leeds,JobG8,exclude,exclude,Separate employment market.,leeds,huddersfield-service-administrator-jobs
exclude,jobg8-23643_225476554,HR Assistant,Sewell Wallis Ltd - Agency - Permanent,Leeds,JobG8,exclude,exclude,Separate employment market.,leeds,huddersfield-service-administrator-jobs
exclude,jobg8-23643_225499042,Investigatory data administrator,BDS (Northern) Limited - Agency - Temporary,Bradford,JobG8,exclude,exclude,Separate employment market.,bradford,huddersfield-service-administrator-jobs
exclude,jobg8-23643_225420186,Office / Purchasing Administrator,Pertemps Bristol Commercial - Agency - Permanent,Wakefield,JobG8,exclude,exclude,Separate employment market.,wakefield,huddersfield-service-administrator-jobs
exclude,jobg8-23643_225500836,Office Administrator,Hays Business Support - Agency - Permanent,Wakefield,JobG8,exclude,exclude,Separate employment market.,wakefield,huddersfield-service-administrator-jobs
exclude,jobg8-23643_225445220,Operations Coordinator,Huntress - Leeds - Agency - Permanent,Wetherby,JobG8,exclude,exclude,Separate employment market.,context:leeds,huddersfield-service-administrator-jobs
exclude,jobg8-e8be6b4a-3c51-4aaa-95e5-513bc3de6296,Part time Receptionist,Huntress - Agency - Permanent,Leeds,JobG8,exclude,exclude,Separate employment market.,leeds,huddersfield-service-administrator-jobs
exclude,jobg8-d1a77c0c-41aa-4cb8-b28f-d3ce829dcf81,Property Claims Handler,Adjusting Appointments Limited - Agency - Permanent,Bradford,JobG8,exclude,exclude,Separate employment market.,bradford,huddersfield-service-administrator-jobs
exclude,jobg8-ec23d80f-e4c3-4e50-8995-98eabb2874b2,Property Claims Handler,Adjusting Appointments Limited - Agency - Permanent,Leeds,JobG8,exclude,exclude,Separate employment market.,leeds,huddersfield-service-administrator-jobs
exclude,jobg8-8bf1c33a-6c01-4241-bb0e-c2c5019b19b9,Property Customer Service Advisor,Michael Page Business Support - Agency - Permanent,Leeds,JobG8,exclude,exclude,Separate employment market.,leeds,huddersfield-service-administrator-jobs
exclude,jobg8-23643_225463852,Purchasing Administrator,Manpower UK Ltd - Agency - Permanent,Bradford,JobG8,exclude,exclude,Separate employment market.,bradford,huddersfield-service-administrator-jobs
exclude,teaching-vacancies-receptionist-administrator-49a47934-628e-47bf-b7a9-6fe782d91f05,Receptionist/Administrator,Oastlers School,Bradford,Teaching Vacancies,exclude,exclude,Separate employment market.,bradford,huddersfield-service-administrator-jobs
exclude,jobg8-ea7b8167-e326-4990-b4be-25a564037ae6,Sales Ledger Administrator,Abbeygate Search Ltd - Agency - Permanent,Leeds,JobG8,exclude,exclude,Separate employment market.,leeds,huddersfield-service-administrator-jobs
exclude,teaching-vacancies-school-receptionist-cross-gates-primary-school,School Receptionist,Cross Gates Primary School,Leeds,Teaching Vacancies,exclude,exclude,Separate employment market.,leeds,huddersfield-service-administrator-jobs
exclude,teaching-vacancies-send-exam-access-arrangements-administrator,SEND & Exam Access Arrangements Administrator,The North Halifax Grammar School,Halifax,Teaching Vacancies,exclude,exclude,Separate employment market.,halifax,huddersfield-service-administrator-jobs
exclude,teaching-vacancies-senior-administrator-fountain-primary-school-leeds-west-yorkshire,Senior Administrator,Fountain Primary School,Leeds,Teaching Vacancies,exclude,exclude,Separate employment market.,leeds,huddersfield-service-administrator-jobs
exclude,teaching-vacancies-specialist-administrator-send-medical-lead-first-aid,"Specialist Administrator (SEND, Medical, Lead First Aid)",Parkside School,Bradford,Teaching Vacancies,exclude,exclude,Separate employment market.,bradford,huddersfield-service-administrator-jobs
exclude,jobg8-107863399,Sustainable Funding Coordinator,Alf Recruit Limited - Agency - Permanent,Leeds,JobG8,exclude,exclude,Separate employment market.,leeds,huddersfield-service-administrator-jobs
exclude,jobg8-23643_225436825,Temporary Office Support/Sales Administrator,Office Angels - Agency - Temporary,Bradford,JobG8,exclude,exclude,Separate employment market.,bradford,huddersfield-service-administrator-jobs
exclude,jobg8-23643_225476845,Temporary Receptionist,Tailored Recruitment Partners Limited - Agency - Temporary,Bradford,JobG8,exclude,exclude,Separate employment market.,bradford,huddersfield-service-administrator-jobs
exclude,jobg8-23643_225465858,Training Administrator,Shorterm Group - Agency - Permanent,Wakefield,JobG8,exclude,exclude,Separate employment market.,wakefield,huddersfield-service-administrator-jobs
