decision,job_id,title,company,location,source,automatic_decision,effective_decision,reason,matched_rule,city_key
review,nhs-5577304,Admin Assistant - Bank - Care Home,Barchester Healthcare,"High Wycombe, HP11 2LJ",NHS Jobs,review,review,No exact Milton Keynes workplace matched; local geographic review is required.,fallback,milton-keynes-service-administrator-jobs
review,jobg8-23643_225528400,Administrator,Adecco - Agency - Permanent,Aylesbury,JobG8,review,review,No exact Milton Keynes workplace matched; local geographic review is required.,fallback,milton-keynes-service-administrator-jobs
review,jobg8-23643_225506226,Administrator,Equation Recruitment - Agency - Permanent,Buckinghamshire,JobG8,review,review,No exact Milton Keynes workplace matched; local geographic review is required.,fallback,milton-keynes-service-administrator-jobs
review,jobg8-23643_225563994,Administrator,NHS Professionals - Company - Temporary,Amersham,JobG8,review,review,No exact Milton Keynes workplace matched; local geographic review is required.,fallback,milton-keynes-service-administrator-jobs
review,jobg8-23643_225564075,Administrator,NHS Professionals - Company - Temporary,Buckinghamshire,JobG8,review,review,No exact Milton Keynes workplace matched; local geographic review is required.,fallback,milton-keynes-service-administrator-jobs
review,jobg8-23643_225564180,Administrator,NHS Professionals - Company - Temporary,Buckinghamshire,JobG8,review,review,No exact Milton Keynes workplace matched; local geographic review is required.,fallback,milton-keynes-service-administrator-jobs
review,jobg8-23643_225565413,Administrator,NHS Professionals - Company - Temporary,Buckinghamshire,JobG8,review,review,No exact Milton Keynes workplace matched; local geographic review is required.,fallback,milton-keynes-service-administrator-jobs
review,teaching-vacancies-attendance-administrator-william-harding-school-aylesbury-buckinghamshire,Attendance Administrator,William Harding School,Aylesbury,Teaching Vacancies,review,review,No exact Milton Keynes workplace matched; local geographic review is required.,fallback,milton-keynes-service-administrator-jobs
review,teaching-vacancies-attendance-officer-amersham-school,Attendance Officer,Amersham School,Amersham,Teaching Vacancies,review,review,No exact Milton Keynes workplace matched; local geographic review is required.,fallback,milton-keynes-service-administrator-jobs
review,jobg8-23643_225572453,Business Coordinator / PA,Office Angels - Agency - Permanent,Buckinghamshire,JobG8,review,review,No exact Milton Keynes workplace matched; local geographic review is required.,fallback,milton-keynes-service-administrator-jobs
review,jobg8-23643_225427059,Business Coordinator/ Junior PA,Uxbridge Employment Agency - Agency - Permanent,Gerrards Cross,JobG8,review,review,No exact Milton Keynes workplace matched; local geographic review is required.,fallback,milton-keynes-service-administrator-jobs
review,jobg8-107774087,Communications and Marketing Manager,Bucks Students Union - Agency - Permanent,High Wycombe,JobG8,review,review,No exact Milton Keynes workplace matched; local geographic review is required.,fallback,milton-keynes-service-administrator-jobs
review,jobg8-1891738,Communications and Marketing Manager,Bucks Students Union - Agency - Permanent,High Wycombe,JobG8,review,review,No exact Milton Keynes workplace matched; local geographic review is required.,fallback,milton-keynes-service-administrator-jobs
review,jobg8-23643_225558304,Customer Service Administrator,Cameo Consultancy - Agency - Permanent,Buckingham,JobG8,review,review,No exact Milton Keynes workplace matched; local geographic review is required.,fallback,milton-keynes-service-administrator-jobs
review,jobg8-107876292,E-Commerce Executive,Mixxos - Agency - Permanent,Buckinghamshire,JobG8,review,review,No exact Milton Keynes workplace matched; local geographic review is required.,fallback,milton-keynes-service-administrator-jobs
review,jobg8-23643_225559029,Events Coordinator,Adecco - Agency - Temporary,Buckinghamshire,JobG8,review,review,No exact Milton Keynes workplace matched; local geographic review is required.,fallback,milton-keynes-service-administrator-jobs
review,jobg8-23643_225573362,Events Coordinator (Temporary),Chiltern Recruitment - Agency - Temporary,Buckinghamshire,JobG8,review,review,No exact Milton Keynes workplace matched; local geographic review is required.,fallback,milton-keynes-service-administrator-jobs
review,teaching-vacancies-examinations-officer-aeb29f97-ce81-41ec-8b38-81ed01e3315f,Examinations Officer,Chiltern Way Academy Trust,Aylesbury,Teaching Vacancies,review,review,No exact Milton Keynes workplace matched; local geographic review is required.,fallback,milton-keynes-service-administrator-jobs
review,jobg8-1857566,HR Administrator,Adecco - Agency - Permanent,Buckinghamshire,JobG8,review,review,No exact Milton Keynes workplace matched; local geographic review is required.,fallback,milton-keynes-service-administrator-jobs
review,jobg8-1856610,HR Operations Coordinator,wild recruitment - Agency - Permanent,Buckinghamshire,JobG8,review,review,No exact Milton Keynes workplace matched; local geographic review is required.,fallback,milton-keynes-service-administrator-jobs
review,jobg8-1859680,Marketing & Events Executive,Reed - Agency - Permanent,Buckinghamshire,JobG8,review,review,No exact Milton Keynes workplace matched; local geographic review is required.,fallback,milton-keynes-service-administrator-jobs
review,nhs-5573111,Medical Receptionist,Primary Care Management Solutions Ltd,"Aylesbury, HP21 8TR",NHS Jobs,review,review,No exact Milton Keynes workplace matched; local geographic review is required.,fallback,milton-keynes-service-administrator-jobs
review,jobg8-23643_225546056,Operations Controller - Planner/Scheduler,Complii - Agency - Permanent,Buckinghamshire,JobG8,review,review,No exact Milton Keynes workplace matched; local geographic review is required.,fallback,milton-keynes-service-administrator-jobs
review,nhs-5580971,Part-time Receptionist,Practice Plus Group,"High Wycombe, HP12 3QL",NHS Jobs,review,review,No exact Milton Keynes workplace matched; local geographic review is required.,fallback,milton-keynes-service-administrator-jobs
review,nhs-5567129,Receptionist - Bank,Avery Healthcare Group Ltd.,"Marlow, SL7 1HX",NHS Jobs,review,review,No exact Milton Keynes workplace matched; local geographic review is required.,fallback,milton-keynes-service-administrator-jobs
review,jobg8-107791305,SEO Executive,Job Board Direct - Agency - Permanent,Gerrards Cross,JobG8,review,review,No exact Milton Keynes workplace matched; local geographic review is required.,fallback,milton-keynes-service-administrator-jobs
review,jobg8-107791333,Social Media Executive,Job Board Direct - Agency - Permanent,Gerrards Cross,JobG8,review,review,No exact Milton Keynes workplace matched; local geographic review is required.,fallback,milton-keynes-service-administrator-jobs
