run_date,source,source_job_id,canonical_url,title,employer,location,postcode,salary_text,posted_date,closing_date,employment_type,description_excerpt,first_discovery_route,first_discovery_query,first_discovery_page,discovery_routes,discovery_occurrences,detail_fetch_status,factual_fingerprint
2026-08-23,Teaching Vacancies,academy-administrator-l3-dixons-cottingley-academy,https://teaching-vacancies.service.gov.uk/jobs/academy-administrator-l3-dixons-cottingley-academy,Academy Administrator L3,Dixons Cottingley Academy,"Bingley, Yorkshire and the Humber, BD16 1TZ",BD16 1TZ,"DAT Level 3, SCP 18 - 25 (Actual Salary £24,422.78 - £28,695.35)",2026-08-10,2026-09-14T23:59:00+01:00,['FULL_TIME'],"Why choose Dixons Cottingley Academy? We believe that people, more than strategy, create value - we all belong and grow together Focus on feedback and professional growth Opportunities across our trust to develop and grow your career Supportive line management; one team focused on fairness Employer funded cash health plan to support wellbeing for all staff The right candidate will be totally aligned to our values of determination, integrity and trust and completely committed to our mission: the academy will ensure that all students achieve excellent outcomes and are empowered to lead happy, purposeful and successful lives.",administration-category,"Administration, HR, data and finance",49,"[{""page"": 49, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}, {""page"": 12, ""query"": ""administrator"", ""route"": ""keyword:administrator""}]",2,OK,62ddf1c60bc77af3e8a2087e03ac48d1b6b265d251b75839b65bd7f52c4795ca
2026-08-23,Teaching Vacancies,accounts-payable-assistant-greenwood-academies-trust,https://teaching-vacancies.service.gov.uk/jobs/accounts-payable-assistant-greenwood-academies-trust,Accounts Payable Assistant,Greenwood Academies Trust,"Nottingham, NG4 2JY",NG4 2JY,"£26,403.00 - £28,142.00 Annually (Actual) GAT-5 52 Weeks Per Year 37 Hours Per Week",2026-07-29,2026-08-26T23:59:00+01:00,['FULL_TIME'],"We are looking for a proactive and organised Accounts Payable Assistant to join our Finance team and support the smooth and accurate delivery of our Procure‑to‑Pay processes. In this role, you’ll play an important part in ensuring our suppliers are paid on time, our financial records are maintained to the highest standard, and our academies receive an efficient and supportive service. Day‑to‑day, you’ll manage supplier invoices, maintain our AP mailbox, process payments, resolve queries, and liaise with colleagues across the Trust to ensure information is accurate and up to date. You’ll also support financial reconciliations, staff expense processing and contribute to the successful completion of year‑end activities. This is a varied and collaborative role where attention to detail, strong communication skills, and a proactive approach are key. You will work closely with both academy and central teams, helping to uphold our financial policies and contributing to ongoing improvements in our systems and processes. If you’re looking to develop your finance experience within a supportive and purpose‑driven organisation, we’d love to hear from you. In return we have multiple benefits fo",administration-category,"Administration, HR, data and finance",6,"[{""page"": 6, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}]",1,OK,a210e6c54fdd5f8facf474e5b5cef0fbade7397e7bee796208c6286f36870a2f
2026-08-23,Teaching Vacancies,accounts-payable-officer,https://teaching-vacancies.service.gov.uk/jobs/accounts-payable-officer,Accounts Payable Officer,The Harmony Trust Ltd,"Oldham, OL4 1RR",OL4 1RR,"Between £25,989 - £28,142",2026-08-14,2026-09-04T12:00:00+01:00,['PART_TIME'],"Ideally have AAT Level 4 Diploma in Accounting or equivalent experience Have recent and relevant experience of working in a finance environment, ideally within the Education Sector Have an understanding of the account payable process Have knowledge of financial regulations/relevant policies/codes of practice and awareness of legislation relating to MATs and their academies. Have knowledge of the requirements of the ESFA Academies Trust Handbook and Annual Accounts Direction. Have excellent knowledge of financial management systems, spreadsheets and databases. Be able to work as part of a team and have effective written and verbal communication skill",administration-category,"Administration, HR, data and finance",34,"[{""page"": 34, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}]",1,OK,410183ab5d1da6492954c4aad2152d5b3ec68af6b093414be8878fc00b0b1a3e
2026-08-23,Teaching Vacancies,admin-and-premises-assistant-9d6fefc7-aa4d-4843-a7f1-fb8860efc481,https://teaching-vacancies.service.gov.uk/jobs/admin-and-premises-assistant-9d6fefc7-aa4d-4843-a7f1-fb8860efc481,Admin and Premises Assistant,Drayton Community Primary School,"Abingdon, South East, OX14 4JF",OX14 4JF,"£25,185.00 - £25,584.00 Annually (FTE)",2026-07-30,2026-09-01T12:00:00+01:00,['PART_TIME'],"Administration Assistant Full-time | Term Time Only (plus 4 inset days). Start date September 26 or as soon as possible Working Hours: Monday to Friday, 8.00am - 4.00pm, with some flexibility required. Term Time Only plus 4 inset days. Salary: Grade 4.4, £25,185 per annum FTE (Term Time only £21,294). Pay rise pending. Location: Drayton Community Primary School, near Abingdon, South Oxfordshire We are seeking a reliable, highly organised, and proactive individual to join our friendly school team. This position involves administrative duties within the school office with practical support for general upkeep of the school premises. The successful candidate will play a key part in ensuring the smooth day-to-day running of the school, providing a warm welcome to pupils, parents, carers and visitors. About Us Drayton Community Primary School is a welcoming, one-form entry school situated just outside Abingdon in South Oxfordshire, with excellent transport links to the A34/M4, Oxford, Didcot, Wallingford and Wantage. We are proud of our strong community spirit, with an active parent group (FODSA), a dedicated team of staff, and children who are eager to learn and take pride in their achi",administration-category,"Administration, HR, data and finance",23,"[{""page"": 23, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}]",1,OK,d7dd83513b2d5a8619dbadc6d811188fa79640dd4552aa22969b990233b44b39
2026-08-23,Teaching Vacancies,admin-and-reception-assistant-outwood-academy-brumby,https://teaching-vacancies.service.gov.uk/jobs/admin-and-reception-assistant-outwood-academy-brumby,Admin and Reception Assistant,Outwood Academy Brumby,"Scunthorpe, Yorkshire and the Humber, DN16 1NT",DN16 1NT,,2026-08-21,2026-09-03T09:00:00+01:00,['PART_TIME'],"Are you a highly organised, welcoming individual committed to providing exceptional administrative support? Join us as an Admin and Reception Assistant , a key role responsible for delivering a professional and efficient Reception service and being the first point of contact for the academy. You will provide crucial administrative assistance to the school, ensuring the main office runs smoothly. This role involves managing visitor safeguarding procedures , handling all post , and undertaking general office duties such as typing, filing, and assisting with meeting arrangements. You will be integral to the smooth running of the academy, taking responsibility for answering incoming communications and greeting and dealing with all visitors. A key duty is ensuring all visitors are properly recorded, sign-in procedures are followed, and lanyards are issued to meet safeguarding procedures. Duties also include supporting the Senior Leadership Team (SLT) with radio contact and assisting with internal and external meeting arrangements, which includes booking rooms and catering, preparing papers, and minute-taking as required. You will maintain up-to-date filing systems, handle post distribut",administration-category,"Administration, HR, data and finance",31,"[{""page"": 31, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}]",1,OK,400d5de1e597278ba35cddac023f32696401b13c513fe62f4a392d4fa46cf998
2026-08-23,Teaching Vacancies,admin-and-reprographics-officer-b4fcc8c7-2a12-4494-bebd-e40569928970,https://teaching-vacancies.service.gov.uk/jobs/admin-and-reprographics-officer-b4fcc8c7-2a12-4494-bebd-e40569928970,Admin and Reprographics Officer,Alperton Community School,"Wembley, London, HA0 4JE",HA0 4JE,"£32,653.00 - £34,368.00 Annually (Actual)",2026-07-20,2026-08-27T23:59:00+01:00,['FULL_TIME'],"Job Title: Admin and Reprographics Officer Salary range: Scale SO 1and spinal point 23 £36, 735 to spinal point 25 £38, 664 Inc. London weighting per annum (Pro rata £32, 653 - £34, 368) Contract: Fixed term (1 Year) - Maternity Cover Start date: September 2026 Hours of work: 36 hours per week Working weeks: 40 weeks Location: Alperton, London Aspire | Commit | Succeed We are a split-site school, with a short walk of approximately 8 minutes between sites, and on-site parking is available. Alperton Community School is a large, mixed 11-18 academy, with over 350 students in our thriving Sixth Form. Due to our growing popularity and continued success, we have recently expanded our intake to 12 forms in each year group. We are a truly inclusive school, reflecting the wonderfully diverse and vibrant local community we serve. Our students are exceptionally well behaved, hardworking, and ambitious to succeed. In our most recent Ofsted inspection (March 2026), the school was graded Strong standard and Expected standard, with inspectors noting: “Pupils enjoy attending this diverse and inclusive school. They feel a strong sense of belonging, which is evident in the positive relationships the",administration-category,"Administration, HR, data and finance",7,"[{""page"": 7, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}]",1,OK,121f8c99de466d2f9d9cfabdc9316218d9c1d028eedaa91493111bbc8081a1de
2026-08-23,Teaching Vacancies,admin-assistant-10329641-0e0b-41f7-ba37-1959636d06d8,https://teaching-vacancies.service.gov.uk/jobs/admin-assistant-10329641-0e0b-41f7-ba37-1959636d06d8,Admin Assistant,Yenton Primary School,"Birmingham, West Midlands, B24 0ED",B24 0ED,"£19,969.00 - £21,695.00 Annually (Actual) 37 hours per week Term Time only",2026-08-17,2026-09-01T12:00:00+01:00,['FULL_TIME'],"About This Role Yenton Primary School is seeking to appoint a warm, highly organised professional to join our vibrant and dedicated admin team as our Administrative Assistant. All staff at Yenton primary are committed to meeting the needs of all pupils and raising standards. As an Administrative Assistant, you will be supportive of our vision: “High Expectations Achieve Success.” This is an exciting opportunity for someone with a strong background in administration (ideally with experience in a school environment) to play a key front-facing role in the life of our school. You will be the first point of contact for all visitors, phone calls, and enquiries, helping us deliver an exceptional and welcoming experience to our pupils, parents, staff, and wider school community. Key Responsibilities: Act as the first point of contact for parents, visitors, pupils, and staff, ensuring a friendly, efficient and professional reception service; Support the smooth running of the school office by providing a wide range of administrative tasks to the Senior Office Manager and Senior Leadership Team, carrying out responsibilities and guidance issued from the Headteacher; Manage correspondence incl",administration-category,"Administration, HR, data and finance",24,"[{""page"": 24, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}]",1,OK,9469291f767751dd4868efd9892086e147f7c94c5a30aa666b50bf309833203b
2026-08-23,Teaching Vacancies,admin-assistant-barry-primary-school,https://teaching-vacancies.service.gov.uk/jobs/admin-assistant-barry-primary-school,Admin Assistant,Barry Primary School,"Northampton, East Midlands, NN1 5JS",NN1 5JS,"£25,185.00 - £25,583.00 Annually (FTE) pay award pending",2026-08-18,2026-09-08T17:00:00+01:00,['PART_TIME'],"School Admin Assistant Permanent/Part Time Term Time Plus (term time plus 5 training days) 32.5 hours per week, Monday to Friday 08:30-15:30 Monday to Friday. A daily 30 mins lunch is unpaid. NJC Grade E, Points 4/5 - £19,028/£19328 actual per annum (£25,185/£25,583 FTE per annum). Annual pay award is pending. Holiday entitlement is built into the salary for term time plus workers. Salary is paid all year round across 12 months in equal instalments. The Role We are seeking a friendly, organised, and enthusiastic Receptionist/Admin Assistant to join our team. This is a key front-facing role within the school, providing a professional and welcoming first point of contact for students, staff, parents and visitors, while supporting the smooth day-to-day running of the school. As the school’s first point of contact, you will greet and assist all stakeholders and respond to enquiries in person, by telephone and via email. You will play an important role in ensuring the reception area operates efficiently, maintaining accurate records and communication systems, and always working in line with the school’s safeguarding procedures. In addition to core reception responsibilities, you will un",administration-category,"Administration, HR, data and finance",43,"[{""page"": 43, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}]",1,OK,b62095106145be161528f0bdaf567d0ab9edee7ee080a0cb6407ca43f34eab15
2026-08-23,Teaching Vacancies,admin-assistant-chaffinch-brook-school,https://teaching-vacancies.service.gov.uk/jobs/admin-assistant-chaffinch-brook-school,Admin Assistant,Chaffinch Brook School,"Croydon, London, CR0 6NA",CR0 6NA,"19,807 FTE - £20,392 FTE. NJC Grade 5 SCP 13 - 15 (Outer London)",2026-07-27,2026-08-28T00:00:00+01:00,['PART_TIME'],"The Beckmead Trust is an expanding learning and nurturing community for young people with Educational Health Care Plans and various types of additional needs across various sites. We are seeking to recruit an experienced School Administrator to join the team at Chaffinch Brook School. The post will be for 3 days a week, Term time plus INSET days plus 1 week in the holidays. Chaffinch Brook is a special school for children with Autism and challenging behaviour. It is established on two separate sites, one for primary and the other for secondary aged students. As part of the Beckmead Trust, our ethos involves close collaboration with specialist and mainstream schools, outside specialist agencies with enhanced knowledge of our children’s needs and the private, voluntary and charity sectors within the communities in which we work. If you share our vision of Love, Flourishing, Community and Social Justice. and if you have a desire to make a real difference to the lives of children in Croydon, we would welcome an application from you. As part of the Beckmead Trust, our ethos involves close collaboration with specialist and mainstream schools, outside specialist agencies with enhanced kno",administration-category,"Administration, HR, data and finance",8,"[{""page"": 8, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}]",1,OK,1818e1c39564cabfc400efe32810cc24877461bdfda04895b6e0668c45180a15
2026-08-23,Teaching Vacancies,admin-assistant-maternity-cover-peckover-primary-school-wisbech-cambridgeshire,https://teaching-vacancies.service.gov.uk/jobs/admin-assistant-maternity-cover-peckover-primary-school-wisbech-cambridgeshire,Admin Assistant (Maternity Cover),Peckover Primary School,"Wisbech, East of England, PE13 1PJ",PE13 1PJ,"£24,871.00 Annually (FTE)",2026-08-17,2026-09-02T12:00:00+01:00,['PART_TIME'],"Admin Assistant - 6.5 hours per day/5 days a week (Maternity Leave 9 months with the possibility of extending for a suitable candidate) Term time (plus 5 training days and an additional 5 days by arrangement) Salary: FTE £24,871 Grade 2 Point 4 Do you want to make a difference to children’s lives? Do you want to work as part of a supportive and ambitious team? Do you want to join a vibrant, happy office team? Do you have excellent customer service skills and a happy disposition? Are you able to work under pressure, using your own initiative? Peckover School is offering an excellent opportunity to join our amazing team! Peckover is an ‘exciting place for children to learn and for staff to teach’ -OFSTED We thrive on making a difference! We are looking to appoint an Admin Assistant who: Will welcome all visitors and professionals to Peckover School with a smile on their face and excellent interpersonal skills. Will have an excellent telephone manner and communication skills. Will always go the extra mile for children, families and colleagues. Has experience in administration tasks, using Microsoft Office (Word, Excel, Powerpoint, and Publisher) and has a full range of secretarial ski",administration-category,"Administration, HR, data and finance",28,"[{""page"": 28, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}]",1,OK,18c773d8cae6ea3d386f3908f2cb86fe1cf109cab38ff589ae78239f7fc0b69d
